order_id,user_id,user_name,city,amount,order_date,revenue_tier,normalized_status,amount_hundreds,order_month,order_quarter,order_year
120,2,user_2,MOSCOW,2879,2024-01-15 21:00:00,medium,completed,28.79,1,1,2024
121,53,user_53,SPB,1024,2024-01-16 00:00:00,medium,completed,10.24,1,1,2024
123,90,user_90,MOSCOW,1681,2024-01-16 06:00:00,medium,completed,16.81,1,1,2024
125,70,user_70,MOSCOW,4585,2024-01-16 12:00:00,medium,completed,45.85,1,1,2024
126,32,user_32,KAZAN,355,2024-01-16 15:00:00,low,completed,3.55,1,1,2024
127,68,user_68,SPB,4904,2024-01-16 18:00:00,medium,completed,49.04,1,1,2024
128,55,user_55,SPB,1938,2024-01-16 21:00:00,medium,completed,19.38,1,1,2024
130,56,user_56,KAZAN,109,2024-01-17 03:00:00,low,completed,1.09,1,1,2024
131,17,user_17,SPB,2971,2024-01-17 06:00:00,medium,completed,29.71,1,1,2024
132,38,user_38,KAZAN,897,2024-01-17 09:00:00,low,completed,8.97,1,1,2024
133,24,user_24,SPB,1115,2024-01-17 12:00:00,medium,completed,11.15,1,1,2024
135,98,user_98,KAZAN,4569,2024-01-17 18:00:00,medium,completed,45.69,1,1,2024
136,70,user_70,MOSCOW,3236,2024-01-17 21:00:00,medium,completed,32.36,1,1,2024
137,86,user_86,SPB,2293,2024-01-18 00:00:00,medium,completed,22.93,1,1,2024
138,11,user_11,KAZAN,323,2024-01-18 03:00:00,low,completed,3.23,1,1,2024
140,97,user_97,MOSCOW,4025,2024-01-18 09:00:00,medium,completed,40.25,1,1,2024
142,59,user_59,KAZAN,4100,2024-01-18 15:00:00,medium,completed,41.0,1,1,2024
143,70,user_70,MOSCOW,1733,2024-01-18 18:00:00,medium,completed,17.33,1,1,2024
145,93,user_93,MOSCOW,610,2024-01-19 00:00:00,low,completed,6.1,1,1,2024
146,3,user_3,KAZAN,484,2024-01-19 03:00:00,low,completed,4.84,1,1,2024
148,59,user_59,KAZAN,4713,2024-01-19 09:00:00,medium,completed,47.13,1,1,2024
150,19,user_19,SPB,2100,2024-01-19 15:00:00,medium,completed,21.0,1,1,2024
153,19,user_19,SPB,1560,2024-01-20 00:00:00,medium,completed,15.6,1,1,2024
155,96,user_96,MOSCOW,2824,2024-01-20 06:00:00,medium,completed,28.24,1,1,2024
157,52,user_52,MOSCOW,4278,2024-01-20 12:00:00,medium,completed,42.78,1,1,2024
158,33,user_33,SPB,2148,2024-01-20 15:00:00,medium,completed,21.48,1,1,2024
159,40,user_40,KAZAN,4246,2024-01-20 18:00:00,medium,completed,42.46,1,1,2024
160,39,user_39,MOSCOW,4880,2024-01-20 21:00:00,medium,completed,48.8,1,1,2024
161,82,user_82,MOSCOW,816,2024-01-21 00:00:00,low,completed,8.16,1,1,2024
165,57,user_57,KAZAN,2181,2024-01-21 12:00:00,medium,completed,21.81,1,1,2024
166,89,user_89,SPB,3519,2024-01-21 15:00:00,medium,completed,35.19,1,1,2024
167,50,user_50,SPB,1674,2024-01-21 18:00:00,medium,completed,16.74,1,1,2024
168,23,user_23,SPB,349,2024-01-21 21:00:00,low,completed,3.49,1,1,2024
169,31,user_31,SPB,773,2024-01-22 00:00:00,low,completed,7.73,1,1,2024
170,94,user_94,KAZAN,4633,2024-01-22 03:00:00,medium,completed,46.33,1,1,2024
172,99,user_99,MOSCOW,870,2024-01-22 09:00:00,low,completed,8.7,1,1,2024
173,7,user_7,KAZAN,4062,2024-01-22 12:00:00,medium,completed,40.62,1,1,2024
174,16,user_16,MOSCOW,4463,2024-01-22 15:00:00,medium,completed,44.63,1,1,2024
175,90,user_90,MOSCOW,2084,2024-01-22 18:00:00,medium,completed,20.84,1,1,2024
176,60,user_60,KAZAN,1177,2024-01-22 21:00:00,medium,completed,11.77,1,1,2024
178,1,user_1,KAZAN,488,2024-01-23 03:00:00,low,completed,4.88,1,1,2024
179,48,user_48,MOSCOW,3137,2024-01-23 06:00:00,medium,completed,31.37,1,1,2024
180,12,user_12,KAZAN,4958,2024-01-23 09:00:00,medium,completed,49.58,1,1,2024
184,9,user_9,KAZAN,3474,2024-01-23 21:00:00,medium,completed,34.74,1,1,2024
185,99,user_99,MOSCOW,3378,2024-01-24 00:00:00,medium,completed,33.78,1,1,2024
186,19,user_19,SPB,1352,2024-01-24 03:00:00,medium,completed,13.52,1,1,2024
189,3,user_3,KAZAN,2222,2024-01-24 12:00:00,medium,completed,22.22,1,1,2024
192,54,user_54,MOSCOW,4959,2024-01-24 21:00:00,medium,completed,49.59,1,1,2024
195,75,user_75,SPB,2582,2024-01-25 06:00:00,medium,completed,25.82,1,1,2024
196,72,user_72,SPB,4642,2024-01-25 09:00:00,medium,completed,46.42,1,1,2024
197,36,user_36,SPB,2117,2024-01-25 12:00:00,medium,completed,21.17,1,1,2024
198,38,user_38,KAZAN,1431,2024-01-25 15:00:00,medium,completed,14.31,1,1,2024
199,84,user_84,MOSCOW,4444,2024-01-25 18:00:00,medium,completed,44.44,1,1,2024
200,99,user_99,MOSCOW,4361,2024-01-25 21:00:00,medium,completed,43.61,1,1,2024
202,99,user_99,MOSCOW,4737,2024-01-26 03:00:00,medium,completed,47.37,1,1,2024
203,25,user_25,MOSCOW,4954,2024-01-26 06:00:00,medium,completed,49.54,1,1,2024
204,93,user_93,MOSCOW,3277,2024-01-26 09:00:00,medium,completed,32.77,1,1,2024
205,18,user_18,SPB,2228,2024-01-26 12:00:00,medium,completed,22.28,1,1,2024
207,66,user_66,SPB,4992,2024-01-26 18:00:00,medium,completed,49.92,1,1,2024
208,54,user_54,MOSCOW,237,2024-01-26 21:00:00,low,completed,2.37,1,1,2024
209,35,user_35,KAZAN,3572,2024-01-27 00:00:00,medium,completed,35.72,1,1,2024
212,41,user_41,MOSCOW,3131,2024-01-27 09:00:00,medium,completed,31.31,1,1,2024
213,100,user_100,MOSCOW,4264,2024-01-27 12:00:00,medium,completed,42.64,1,1,2024
214,33,user_33,SPB,2693,2024-01-27 15:00:00,medium,completed,26.93,1,1,2024
215,68,user_68,SPB,4400,2024-01-27 18:00:00,medium,completed,44.0,1,1,2024
216,33,user_33,SPB,3918,2024-01-27 21:00:00,medium,completed,39.18,1,1,2024
217,14,user_14,KAZAN,4238,2024-01-28 00:00:00,medium,completed,42.38,1,1,2024
218,21,user_21,MOSCOW,3923,2024-01-28 03:00:00,medium,completed,39.23,1,1,2024
219,48,user_48,MOSCOW,4142,2024-01-28 06:00:00,medium,completed,41.42,1,1,2024
221,8,user_8,SPB,860,2024-01-28 12:00:00,low,completed,8.6,1,1,2024
222,7,user_7,KAZAN,3545,2024-01-28 15:00:00,medium,completed,35.45,1,1,2024
223,67,user_67,SPB,999,2024-01-28 18:00:00,low,completed,9.99,1,1,2024
224,17,user_17,SPB,4555,2024-01-28 21:00:00,medium,completed,45.55,1,1,2024
226,48,user_48,MOSCOW,1819,2024-01-29 03:00:00,medium,completed,18.19,1,1,2024
227,76,user_76,SPB,380,2024-01-29 06:00:00,low,completed,3.8,1,1,2024
229,86,user_86,SPB,1987,2024-01-29 12:00:00,medium,completed,19.87,1,1,2024
230,22,user_22,MOSCOW,3366,2024-01-29 15:00:00,medium,completed,33.66,1,1,2024
232,38,user_38,KAZAN,4288,2024-01-29 21:00:00,medium,completed,42.88,1,1,2024
233,51,user_51,SPB,771,2024-01-30 00:00:00,low,completed,7.71,1,1,2024
235,8,user_8,SPB,4256,2024-01-30 06:00:00,medium,completed,42.56,1,1,2024
236,27,user_27,MOSCOW,3222,2024-01-30 09:00:00,medium,completed,32.22,1,1,2024
237,27,user_27,MOSCOW,4799,2024-01-30 12:00:00,medium,completed,47.99,1,1,2024
239,21,user_21,MOSCOW,4000,2024-01-30 18:00:00,medium,completed,40.0,1,1,2024
240,30,user_30,KAZAN,623,2024-01-30 21:00:00,low,completed,6.23,1,1,2024
241,97,user_97,MOSCOW,2493,2024-01-31 00:00:00,medium,completed,24.93,1,1,2024
242,28,user_28,KAZAN,3217,2024-01-31 03:00:00,medium,completed,32.17,1,1,2024
243,64,user_64,SPB,2693,2024-01-31 06:00:00,medium,completed,26.93,1,1,2024
244,97,user_97,MOSCOW,2068,2024-01-31 09:00:00,medium,completed,20.68,1,1,2024
245,69,user_69,SPB,1853,2024-01-31 12:00:00,medium,completed,18.53,1,1,2024
246,61,user_61,SPB,2396,2024-01-31 15:00:00,medium,completed,23.96,1,1,2024
247,48,user_48,MOSCOW,2361,2024-01-31 18:00:00,medium,completed,23.61,1,1,2024
248,19,user_19,SPB,2386,2024-01-31 21:00:00,medium,completed,23.86,1,1,2024
249,4,user_4,KAZAN,4302,2024-02-01 00:00:00,medium,completed,43.02,2,1,2024
250,35,user_35,KAZAN,2978,2024-02-01 03:00:00,medium,completed,29.78,2,1,2024
252,49,user_49,SPB,3744,2024-02-01 09:00:00,medium,completed,37.44,2,1,2024
253,17,user_17,SPB,4532,2024-02-01 12:00:00,medium,completed,45.32,2,1,2024
254,44,user_44,MOSCOW,2155,2024-02-01 15:00:00,medium,completed,21.55,2,1,2024
257,93,user_93,MOSCOW,2866,2024-02-02 00:00:00,medium,completed,28.66,2,1,2024
258,46,user_46,KAZAN,402,2024-02-02 03:00:00,low,completed,4.02,2,1,2024
260,99,user_99,MOSCOW,155,2024-02-02 09:00:00,low,completed,1.55,2,1,2024
261,37,user_37,KAZAN,4921,2024-02-02 12:00:00,medium,completed,49.21,2,1,2024
262,24,user_24,SPB,625,2024-02-02 15:00:00,low,completed,6.25,2,1,2024
263,93,user_93,MOSCOW,4669,2024-02-02 18:00:00,medium,completed,46.69,2,1,2024
266,95,user_95,MOSCOW,3387,2024-02-03 03:00:00,medium,completed,33.87,2,1,2024
267,99,user_99,MOSCOW,464,2024-02-03 06:00:00,low,completed,4.64,2,1,2024
270,63,user_63,SPB,1018,2024-02-03 15:00:00,medium,completed,10.18,2,1,2024
274,33,user_33,SPB,2006,2024-02-04 03:00:00,medium,completed,20.06,2,1,2024
275,67,user_67,SPB,3186,2024-02-04 06:00:00,medium,completed,31.86,2,1,2024
277,25,user_25,MOSCOW,2175,2024-02-04 12:00:00,medium,completed,21.75,2,1,2024
279,54,user_54,MOSCOW,1162,2024-02-04 18:00:00,medium,completed,11.62,2,1,2024
280,58,user_58,MOSCOW,2076,2024-02-04 21:00:00,medium,completed,20.76,2,1,2024
281,67,user_67,SPB,1396,2024-02-05 00:00:00,medium,completed,13.96,2,1,2024
282,46,user_46,KAZAN,225,2024-02-05 03:00:00,low,completed,2.25,2,1,2024
286,86,user_86,SPB,1703,2024-02-05 15:00:00,medium,completed,17.03,2,1,2024
287,23,user_23,SPB,166,2024-02-05 18:00:00,low,completed,1.66,2,1,2024
288,66,user_66,SPB,332,2024-02-05 21:00:00,low,completed,3.32,2,1,2024
289,27,user_27,MOSCOW,2256,2024-02-06 00:00:00,medium,completed,22.56,2,1,2024
290,2,user_2,MOSCOW,1269,2024-02-06 03:00:00,medium,completed,12.69,2,1,2024
291,90,user_90,MOSCOW,2258,2024-02-06 06:00:00,medium,completed,22.58,2,1,2024
292,17,user_17,SPB,4306,2024-02-06 09:00:00,medium,completed,43.06,2,1,2024
293,33,user_33,SPB,1593,2024-02-06 12:00:00,medium,completed,15.93,2,1,2024
296,48,user_48,MOSCOW,2572,2024-02-06 21:00:00,medium,completed,25.72,2,1,2024
297,39,user_39,MOSCOW,2760,2024-02-07 00:00:00,medium,completed,27.6,2,1,2024
299,42,user_42,KAZAN,1861,2024-02-07 06:00:00,medium,completed,18.61,2,1,2024
302,50,user_50,SPB,2462,2024-02-07 15:00:00,medium,completed,24.62,2,1,2024
303,25,user_25,MOSCOW,976,2024-02-07 18:00:00,low,completed,9.76,2,1,2024
304,24,user_24,SPB,3912,2024-02-07 21:00:00,medium,completed,39.12,2,1,2024
305,13,user_13,MOSCOW,3548,2024-02-08 00:00:00,medium,completed,35.48,2,1,2024
306,60,user_60,KAZAN,1412,2024-02-08 03:00:00,medium,completed,14.12,2,1,2024
308,57,user_57,KAZAN,2809,2024-02-08 09:00:00,medium,completed,28.09,2,1,2024
309,36,user_36,SPB,2424,2024-02-08 12:00:00,medium,completed,24.24,2,1,2024
312,65,user_65,SPB,2663,2024-02-08 21:00:00,medium,completed,26.63,2,1,2024
313,8,user_8,SPB,3521,2024-02-09 00:00:00,medium,completed,35.21,2,1,2024
314,16,user_16,MOSCOW,3617,2024-02-09 03:00:00,medium,completed,36.17,2,1,2024
315,14,user_14,KAZAN,2497,2024-02-09 06:00:00,medium,completed,24.97,2,1,2024
316,76,user_76,SPB,3835,2024-02-09 09:00:00,medium,completed,38.35,2,1,2024
317,87,user_87,KAZAN,2970,2024-02-09 12:00:00,medium,completed,29.7,2,1,2024
319,92,user_92,MOSCOW,4954,2024-02-09 18:00:00,medium,completed,49.54,2,1,2024
322,32,user_32,KAZAN,1163,2024-02-10 03:00:00,medium,completed,11.63,2,1,2024
324,63,user_63,SPB,2695,2024-02-10 09:00:00,medium,completed,26.95,2,1,2024
326,51,user_51,SPB,105,2024-02-10 15:00:00,low,completed,1.05,2,1,2024
327,25,user_25,MOSCOW,567,2024-02-10 18:00:00,low,completed,5.67,2,1,2024
328,58,user_58,MOSCOW,4270,2024-02-10 21:00:00,medium,completed,42.7,2,1,2024
331,22,user_22,MOSCOW,217,2024-02-11 06:00:00,low,completed,2.17,2,1,2024
333,58,user_58,MOSCOW,2651,2024-02-11 12:00:00,medium,completed,26.51,2,1,2024
334,86,user_86,SPB,4389,2024-02-11 15:00:00,medium,completed,43.89,2,1,2024
335,49,user_49,SPB,946,2024-02-11 18:00:00,low,completed,9.46,2,1,2024
336,52,user_52,MOSCOW,2862,2024-02-11 21:00:00,medium,completed,28.62,2,1,2024
337,42,user_42,KAZAN,1241,2024-02-12 00:00:00,medium,completed,12.41,2,1,2024
339,15,user_15,SPB,823,2024-02-12 06:00:00,low,completed,8.23,2,1,2024
340,54,user_54,MOSCOW,324,2024-02-12 09:00:00,low,completed,3.24,2,1,2024
341,60,user_60,KAZAN,4727,2024-02-12 12:00:00,medium,completed,47.27,2,1,2024
344,53,user_53,SPB,2148,2024-02-12 21:00:00,medium,completed,21.48,2,1,2024
346,5,user_5,MOSCOW,4515,2024-02-13 03:00:00,medium,completed,45.15,2,1,2024
348,6,user_6,MOSCOW,1928,2024-02-13 09:00:00,medium,completed,19.28,2,1,2024
350,94,user_94,KAZAN,4334,2024-02-13 15:00:00,medium,completed,43.34,2,1,2024
351,47,user_47,SPB,2126,2024-02-13 18:00:00,medium,completed,21.26,2,1,2024
353,55,user_55,SPB,1001,2024-02-14 00:00:00,medium,completed,10.01,2,1,2024
354,40,user_40,KAZAN,4885,2024-02-14 03:00:00,medium,completed,48.85,2,1,2024
355,52,user_52,MOSCOW,2139,2024-02-14 06:00:00,medium,completed,21.39,2,1,2024
356,16,user_16,MOSCOW,109,2024-02-14 09:00:00,low,completed,1.09,2,1,2024
357,13,user_13,MOSCOW,360,2024-02-14 12:00:00,low,completed,3.6,2,1,2024
358,30,user_30,KAZAN,1773,2024-02-14 15:00:00,medium,completed,17.73,2,1,2024
359,19,user_19,SPB,2319,2024-02-14 18:00:00,medium,completed,23.19,2,1,2024
360,17,user_17,SPB,2160,2024-02-14 21:00:00,medium,completed,21.6,2,1,2024
362,19,user_19,SPB,1719,2024-02-15 03:00:00,medium,completed,17.19,2,1,2024
363,92,user_92,MOSCOW,420,2024-02-15 06:00:00,low,completed,4.2,2,1,2024
364,58,user_58,MOSCOW,1442,2024-02-15 09:00:00,medium,completed,14.42,2,1,2024
365,55,user_55,SPB,2476,2024-02-15 12:00:00,medium,completed,24.76,2,1,2024
367,90,user_90,MOSCOW,2924,2024-02-15 18:00:00,medium,completed,29.24,2,1,2024
368,62,user_62,MOSCOW,2094,2024-02-15 21:00:00,medium,completed,20.94,2,1,2024
371,12,user_12,KAZAN,3590,2024-02-16 06:00:00,medium,completed,35.9,2,1,2024
374,1,user_1,KAZAN,1704,2024-02-16 15:00:00,medium,completed,17.04,2,1,2024
377,48,user_48,MOSCOW,2069,2024-02-17 00:00:00,medium,completed,20.69,2,1,2024
378,89,user_89,SPB,4529,2024-02-17 03:00:00,medium,completed,45.29,2,1,2024
379,1,user_1,KAZAN,2008,2024-02-17 06:00:00,medium,completed,20.08,2,1,2024
382,64,user_64,SPB,2735,2024-02-17 15:00:00,medium,completed,27.35,2,1,2024
383,63,user_63,SPB,1670,2024-02-17 18:00:00,medium,completed,16.7,2,1,2024
384,69,user_69,SPB,2660,2024-02-17 21:00:00,medium,completed,26.6,2,1,2024
385,22,user_22,MOSCOW,3491,2024-02-18 00:00:00,medium,completed,34.91,2,1,2024
386,93,user_93,MOSCOW,3065,2024-02-18 03:00:00,medium,completed,30.65,2,1,2024
387,67,user_67,SPB,3743,2024-02-18 06:00:00,medium,completed,37.43,2,1,2024
389,26,user_26,MOSCOW,972,2024-02-18 12:00:00,low,completed,9.72,2,1,2024
391,51,user_51,SPB,1414,2024-02-18 18:00:00,medium,completed,14.14,2,1,2024
392,86,user_86,SPB,4920,2024-02-18 21:00:00,medium,completed,49.2,2,1,2024
393,57,user_57,KAZAN,2998,2024-02-19 00:00:00,medium,completed,29.98,2,1,2024
394,29,user_29,KAZAN,177,2024-02-19 03:00:00,low,completed,1.77,2,1,2024
396,92,user_92,MOSCOW,4327,2024-02-19 09:00:00,medium,completed,43.27,2,1,2024
398,47,user_47,SPB,1165,2024-02-19 15:00:00,medium,completed,11.65,2,1,2024
400,62,user_62,MOSCOW,2549,2024-02-19 21:00:00,medium,completed,25.49,2,1,2024
403,16,user_16,MOSCOW,1418,2024-02-20 06:00:00,medium,completed,14.18,2,1,2024
404,90,user_90,MOSCOW,4811,2024-02-20 09:00:00,medium,completed,48.11,2,1,2024
407,85,user_85,MOSCOW,4770,2024-02-20 18:00:00,medium,completed,47.7,2,1,2024
413,10,user_10,KAZAN,3154,2024-02-21 12:00:00,medium,completed,31.54,2,1,2024
414,69,user_69,SPB,4698,2024-02-21 15:00:00,medium,completed,46.98,2,1,2024
415,100,user_100,MOSCOW,4133,2024-02-21 18:00:00,medium,completed,41.33,2,1,2024
418,95,user_95,MOSCOW,2251,2024-02-22 03:00:00,medium,completed,22.51,2,1,2024
421,58,user_58,MOSCOW,2070,2024-02-22 12:00:00,medium,completed,20.7,2,1,2024
422,96,user_96,MOSCOW,297,2024-02-22 15:00:00,low,completed,2.97,2,1,2024
423,1,user_1,KAZAN,2726,2024-02-22 18:00:00,medium,completed,27.26,2,1,2024
424,69,user_69,SPB,1302,2024-02-22 21:00:00,medium,completed,13.02,2,1,2024
425,4,user_4,KAZAN,2135,2024-02-23 00:00:00,medium,completed,21.35,2,1,2024
426,16,user_16,MOSCOW,577,2024-02-23 03:00:00,low,completed,5.77,2,1,2024
427,24,user_24,SPB,1354,2024-02-23 06:00:00,medium,completed,13.54,2,1,2024
428,80,user_80,SPB,1022,2024-02-23 09:00:00,medium,completed,10.22,2,1,2024
429,2,user_2,MOSCOW,519,2024-02-23 12:00:00,low,completed,5.19,2,1,2024
430,92,user_92,MOSCOW,2304,2024-02-23 15:00:00,medium,completed,23.04,2,1,2024
432,91,user_91,MOSCOW,1220,2024-02-23 21:00:00,medium,completed,12.2,2,1,2024
435,12,user_12,KAZAN,2436,2024-02-24 06:00:00,medium,completed,24.36,2,1,2024
436,50,user_50,SPB,2343,2024-02-24 09:00:00,medium,completed,23.43,2,1,2024
437,35,user_35,KAZAN,2745,2024-02-24 12:00:00,medium,completed,27.45,2,1,2024
438,33,user_33,SPB,1957,2024-02-24 15:00:00,medium,completed,19.57,2,1,2024
439,33,user_33,SPB,4712,2024-02-24 18:00:00,medium,completed,47.12,2,1,2024
440,61,user_61,SPB,1965,2024-02-24 21:00:00,medium,completed,19.65,2,1,2024
441,51,user_51,SPB,3012,2024-02-25 00:00:00,medium,completed,30.12,2,1,2024
442,43,user_43,KAZAN,2953,2024-02-25 03:00:00,medium,completed,29.53,2,1,2024
443,12,user_12,KAZAN,3328,2024-02-25 06:00:00,medium,completed,33.28,2,1,2024
444,67,user_67,SPB,3819,2024-02-25 09:00:00,medium,completed,38.19,2,1,2024
445,65,user_65,SPB,3328,2024-02-25 12:00:00,medium,completed,33.28,2,1,2024
446,33,user_33,SPB,2471,2024-02-25 15:00:00,medium,completed,24.71,2,1,2024
