order_id,user_id,user_name,city,amount,order_date,revenue_tier,normalized_status,amount_hundreds,order_month,order_quarter,order_year,year,month_num,month_name,quarter,day_of_week,week_of_year
25,44,user_44,MOSCOW,4829,2024-01-04 00:00:00,medium,completed,48.29,1,1,2024,2024,1,Jan,1,Thursday,1
26,86,user_86,SPB,1256,2024-01-04 03:00:00,medium,completed,12.56,1,1,2024,2024,1,Jan,1,Thursday,1
27,91,user_91,MOSCOW,832,2024-01-04 06:00:00,low,completed,8.32,1,1,2024,2024,1,Jan,1,Thursday,1
29,65,user_65,SPB,4946,2024-01-04 12:00:00,medium,completed,49.46,1,1,2024,2024,1,Jan,1,Thursday,1
30,99,user_99,MOSCOW,1053,2024-01-04 15:00:00,medium,completed,10.53,1,1,2024,2024,1,Jan,1,Thursday,1
32,78,user_78,KAZAN,3424,2024-01-04 21:00:00,medium,completed,34.24,1,1,2024,2024,1,Jan,1,Thursday,1
33,3,user_3,KAZAN,3401,2024-01-05 00:00:00,medium,completed,34.01,1,1,2024,2024,1,Jan,1,Friday,1
34,1,user_1,KAZAN,1642,2024-01-05 03:00:00,medium,completed,16.42,1,1,2024,2024,1,Jan,1,Friday,1
35,5,user_5,MOSCOW,1291,2024-01-05 06:00:00,medium,completed,12.91,1,1,2024,2024,1,Jan,1,Friday,1
36,90,user_90,MOSCOW,3093,2024-01-05 09:00:00,medium,completed,30.93,1,1,2024,2024,1,Jan,1,Friday,1
37,14,user_14,KAZAN,2781,2024-01-05 12:00:00,medium,completed,27.81,1,1,2024,2024,1,Jan,1,Friday,1
39,9,user_9,KAZAN,1640,2024-01-05 18:00:00,medium,completed,16.4,1,1,2024,2024,1,Jan,1,Friday,1
40,79,user_79,KAZAN,3336,2024-01-05 21:00:00,medium,completed,33.36,1,1,2024,2024,1,Jan,1,Friday,1
41,15,user_15,SPB,2486,2024-01-06 00:00:00,medium,completed,24.86,1,1,2024,2024,1,Jan,1,Saturday,1
42,90,user_90,MOSCOW,3819,2024-01-06 03:00:00,medium,completed,38.19,1,1,2024,2024,1,Jan,1,Saturday,1
44,77,user_77,SPB,1956,2024-01-06 09:00:00,medium,completed,19.56,1,1,2024,2024,1,Jan,1,Saturday,1
45,51,user_51,SPB,1465,2024-01-06 12:00:00,medium,completed,14.65,1,1,2024,2024,1,Jan,1,Saturday,1
47,96,user_96,MOSCOW,1780,2024-01-06 18:00:00,medium,completed,17.8,1,1,2024,2024,1,Jan,1,Saturday,1
48,52,user_52,MOSCOW,610,2024-01-06 21:00:00,low,completed,6.1,1,1,2024,2024,1,Jan,1,Saturday,1
49,96,user_96,MOSCOW,4412,2024-01-07 00:00:00,medium,completed,44.12,1,1,2024,2024,1,Jan,1,Sunday,1
50,4,user_4,KAZAN,1424,2024-01-07 03:00:00,medium,completed,14.24,1,1,2024,2024,1,Jan,1,Sunday,1
52,23,user_23,SPB,1927,2024-01-07 09:00:00,medium,completed,19.27,1,1,2024,2024,1,Jan,1,Sunday,1
53,15,user_15,SPB,3241,2024-01-07 12:00:00,medium,completed,32.41,1,1,2024,2024,1,Jan,1,Sunday,1
54,43,user_43,KAZAN,3586,2024-01-07 15:00:00,medium,completed,35.86,1,1,2024,2024,1,Jan,1,Sunday,1
56,36,user_36,SPB,3023,2024-01-07 21:00:00,medium,completed,30.23,1,1,2024,2024,1,Jan,1,Sunday,1
58,32,user_32,KAZAN,4286,2024-01-08 03:00:00,medium,completed,42.86,1,1,2024,2024,1,Jan,1,Monday,2
63,66,user_66,SPB,4368,2024-01-08 18:00:00,medium,completed,43.68,1,1,2024,2024,1,Jan,1,Monday,2
64,42,user_42,KAZAN,4848,2024-01-08 21:00:00,medium,completed,48.48,1,1,2024,2024,1,Jan,1,Monday,2
65,45,user_45,MOSCOW,4949,2024-01-09 00:00:00,medium,completed,49.49,1,1,2024,2024,1,Jan,1,Tuesday,2
66,62,user_62,MOSCOW,1343,2024-01-09 03:00:00,medium,completed,13.43,1,1,2024,2024,1,Jan,1,Tuesday,2
67,57,user_57,KAZAN,3809,2024-01-09 06:00:00,medium,completed,38.09,1,1,2024,2024,1,Jan,1,Tuesday,2
68,6,user_6,MOSCOW,1181,2024-01-09 09:00:00,medium,completed,11.81,1,1,2024,2024,1,Jan,1,Tuesday,2
69,28,user_28,KAZAN,555,2024-01-09 12:00:00,low,completed,5.55,1,1,2024,2024,1,Jan,1,Tuesday,2
70,28,user_28,KAZAN,994,2024-01-09 15:00:00,low,completed,9.94,1,1,2024,2024,1,Jan,1,Tuesday,2
72,84,user_84,MOSCOW,2058,2024-01-09 21:00:00,medium,completed,20.58,1,1,2024,2024,1,Jan,1,Tuesday,2
76,92,user_92,MOSCOW,604,2024-01-10 09:00:00,low,completed,6.04,1,1,2024,2024,1,Jan,1,Wednesday,2
80,1,user_1,KAZAN,923,2024-01-10 21:00:00,low,completed,9.23,1,1,2024,2024,1,Jan,1,Wednesday,2
81,27,user_27,MOSCOW,1028,2024-01-11 00:00:00,medium,completed,10.28,1,1,2024,2024,1,Jan,1,Thursday,2
82,62,user_62,MOSCOW,233,2024-01-11 03:00:00,low,completed,2.33,1,1,2024,2024,1,Jan,1,Thursday,2
83,77,user_77,SPB,2205,2024-01-11 06:00:00,medium,completed,22.05,1,1,2024,2024,1,Jan,1,Thursday,2
84,3,user_3,KAZAN,3727,2024-01-11 09:00:00,medium,completed,37.27,1,1,2024,2024,1,Jan,1,Thursday,2
87,27,user_27,MOSCOW,4275,2024-01-11 18:00:00,medium,completed,42.75,1,1,2024,2024,1,Jan,1,Thursday,2
89,62,user_62,MOSCOW,3384,2024-01-12 00:00:00,medium,completed,33.84,1,1,2024,2024,1,Jan,1,Friday,2
92,51,user_51,SPB,1350,2024-01-12 09:00:00,medium,completed,13.5,1,1,2024,2024,1,Jan,1,Friday,2
93,44,user_44,MOSCOW,3612,2024-01-12 12:00:00,medium,completed,36.12,1,1,2024,2024,1,Jan,1,Friday,2
95,79,user_79,KAZAN,3476,2024-01-12 18:00:00,medium,completed,34.76,1,1,2024,2024,1,Jan,1,Friday,2
96,59,user_59,KAZAN,3586,2024-01-12 21:00:00,medium,completed,35.86,1,1,2024,2024,1,Jan,1,Friday,2
98,96,user_96,MOSCOW,1496,2024-01-13 03:00:00,medium,completed,14.96,1,1,2024,2024,1,Jan,1,Saturday,2
100,52,user_52,MOSCOW,3430,2024-01-13 09:00:00,medium,completed,34.3,1,1,2024,2024,1,Jan,1,Saturday,2
102,58,user_58,MOSCOW,570,2024-01-13 15:00:00,low,completed,5.7,1,1,2024,2024,1,Jan,1,Saturday,2
105,39,user_39,MOSCOW,2931,2024-01-14 00:00:00,medium,completed,29.31,1,1,2024,2024,1,Jan,1,Sunday,2
106,2,user_2,MOSCOW,457,2024-01-14 03:00:00,low,completed,4.57,1,1,2024,2024,1,Jan,1,Sunday,2
108,56,user_56,KAZAN,767,2024-01-14 09:00:00,low,completed,7.67,1,1,2024,2024,1,Jan,1,Sunday,2
109,81,user_81,KAZAN,4568,2024-01-14 12:00:00,medium,completed,45.68,1,1,2024,2024,1,Jan,1,Sunday,2
110,59,user_59,KAZAN,1245,2024-01-14 15:00:00,medium,completed,12.45,1,1,2024,2024,1,Jan,1,Sunday,2
111,2,user_2,MOSCOW,4285,2024-01-14 18:00:00,medium,completed,42.85,1,1,2024,2024,1,Jan,1,Sunday,2
113,92,user_92,MOSCOW,2845,2024-01-15 00:00:00,medium,completed,28.45,1,1,2024,2024,1,Jan,1,Monday,3
114,54,user_54,MOSCOW,639,2024-01-15 03:00:00,low,completed,6.39,1,1,2024,2024,1,Jan,1,Monday,3
115,87,user_87,KAZAN,2879,2024-01-15 06:00:00,medium,completed,28.79,1,1,2024,2024,1,Jan,1,Monday,3
116,96,user_96,MOSCOW,4236,2024-01-15 09:00:00,medium,completed,42.36,1,1,2024,2024,1,Jan,1,Monday,3
117,97,user_97,MOSCOW,4935,2024-01-15 12:00:00,medium,completed,49.35,1,1,2024,2024,1,Jan,1,Monday,3
118,1,user_1,KAZAN,3875,2024-01-15 15:00:00,medium,completed,38.75,1,1,2024,2024,1,Jan,1,Monday,3
120,2,user_2,MOSCOW,2879,2024-01-15 21:00:00,medium,completed,28.79,1,1,2024,2024,1,Jan,1,Monday,3
121,53,user_53,SPB,1024,2024-01-16 00:00:00,medium,completed,10.24,1,1,2024,2024,1,Jan,1,Tuesday,3
123,90,user_90,MOSCOW,1681,2024-01-16 06:00:00,medium,completed,16.81,1,1,2024,2024,1,Jan,1,Tuesday,3
125,70,user_70,MOSCOW,4585,2024-01-16 12:00:00,medium,completed,45.85,1,1,2024,2024,1,Jan,1,Tuesday,3
126,32,user_32,KAZAN,355,2024-01-16 15:00:00,low,completed,3.55,1,1,2024,2024,1,Jan,1,Tuesday,3
127,68,user_68,SPB,4904,2024-01-16 18:00:00,medium,completed,49.04,1,1,2024,2024,1,Jan,1,Tuesday,3
128,55,user_55,SPB,1938,2024-01-16 21:00:00,medium,completed,19.38,1,1,2024,2024,1,Jan,1,Tuesday,3
130,56,user_56,KAZAN,109,2024-01-17 03:00:00,low,completed,1.09,1,1,2024,2024,1,Jan,1,Wednesday,3
131,17,user_17,SPB,2971,2024-01-17 06:00:00,medium,completed,29.71,1,1,2024,2024,1,Jan,1,Wednesday,3
132,38,user_38,KAZAN,897,2024-01-17 09:00:00,low,completed,8.97,1,1,2024,2024,1,Jan,1,Wednesday,3
133,24,user_24,SPB,1115,2024-01-17 12:00:00,medium,completed,11.15,1,1,2024,2024,1,Jan,1,Wednesday,3
135,98,user_98,KAZAN,4569,2024-01-17 18:00:00,medium,completed,45.69,1,1,2024,2024,1,Jan,1,Wednesday,3
136,70,user_70,MOSCOW,3236,2024-01-17 21:00:00,medium,completed,32.36,1,1,2024,2024,1,Jan,1,Wednesday,3
137,86,user_86,SPB,2293,2024-01-18 00:00:00,medium,completed,22.93,1,1,2024,2024,1,Jan,1,Thursday,3
138,11,user_11,KAZAN,323,2024-01-18 03:00:00,low,completed,3.23,1,1,2024,2024,1,Jan,1,Thursday,3
140,97,user_97,MOSCOW,4025,2024-01-18 09:00:00,medium,completed,40.25,1,1,2024,2024,1,Jan,1,Thursday,3
142,59,user_59,KAZAN,4100,2024-01-18 15:00:00,medium,completed,41.0,1,1,2024,2024,1,Jan,1,Thursday,3
143,70,user_70,MOSCOW,1733,2024-01-18 18:00:00,medium,completed,17.33,1,1,2024,2024,1,Jan,1,Thursday,3
145,93,user_93,MOSCOW,610,2024-01-19 00:00:00,low,completed,6.1,1,1,2024,2024,1,Jan,1,Friday,3
146,3,user_3,KAZAN,484,2024-01-19 03:00:00,low,completed,4.84,1,1,2024,2024,1,Jan,1,Friday,3
148,59,user_59,KAZAN,4713,2024-01-19 09:00:00,medium,completed,47.13,1,1,2024,2024,1,Jan,1,Friday,3
150,19,user_19,SPB,2100,2024-01-19 15:00:00,medium,completed,21.0,1,1,2024,2024,1,Jan,1,Friday,3
153,19,user_19,SPB,1560,2024-01-20 00:00:00,medium,completed,15.6,1,1,2024,2024,1,Jan,1,Saturday,3
155,96,user_96,MOSCOW,2824,2024-01-20 06:00:00,medium,completed,28.24,1,1,2024,2024,1,Jan,1,Saturday,3
157,52,user_52,MOSCOW,4278,2024-01-20 12:00:00,medium,completed,42.78,1,1,2024,2024,1,Jan,1,Saturday,3
158,33,user_33,SPB,2148,2024-01-20 15:00:00,medium,completed,21.48,1,1,2024,2024,1,Jan,1,Saturday,3
159,40,user_40,KAZAN,4246,2024-01-20 18:00:00,medium,completed,42.46,1,1,2024,2024,1,Jan,1,Saturday,3
160,39,user_39,MOSCOW,4880,2024-01-20 21:00:00,medium,completed,48.8,1,1,2024,2024,1,Jan,1,Saturday,3
161,82,user_82,MOSCOW,816,2024-01-21 00:00:00,low,completed,8.16,1,1,2024,2024,1,Jan,1,Sunday,3
165,57,user_57,KAZAN,2181,2024-01-21 12:00:00,medium,completed,21.81,1,1,2024,2024,1,Jan,1,Sunday,3
166,89,user_89,SPB,3519,2024-01-21 15:00:00,medium,completed,35.19,1,1,2024,2024,1,Jan,1,Sunday,3
167,50,user_50,SPB,1674,2024-01-21 18:00:00,medium,completed,16.74,1,1,2024,2024,1,Jan,1,Sunday,3
168,23,user_23,SPB,349,2024-01-21 21:00:00,low,completed,3.49,1,1,2024,2024,1,Jan,1,Sunday,3
169,31,user_31,SPB,773,2024-01-22 00:00:00,low,completed,7.73,1,1,2024,2024,1,Jan,1,Monday,4
170,94,user_94,KAZAN,4633,2024-01-22 03:00:00,medium,completed,46.33,1,1,2024,2024,1,Jan,1,Monday,4
172,99,user_99,MOSCOW,870,2024-01-22 09:00:00,low,completed,8.7,1,1,2024,2024,1,Jan,1,Monday,4
173,7,user_7,KAZAN,4062,2024-01-22 12:00:00,medium,completed,40.62,1,1,2024,2024,1,Jan,1,Monday,4
174,16,user_16,MOSCOW,4463,2024-01-22 15:00:00,medium,completed,44.63,1,1,2024,2024,1,Jan,1,Monday,4
175,90,user_90,MOSCOW,2084,2024-01-22 18:00:00,medium,completed,20.84,1,1,2024,2024,1,Jan,1,Monday,4
176,60,user_60,KAZAN,1177,2024-01-22 21:00:00,medium,completed,11.77,1,1,2024,2024,1,Jan,1,Monday,4
178,1,user_1,KAZAN,488,2024-01-23 03:00:00,low,completed,4.88,1,1,2024,2024,1,Jan,1,Tuesday,4
179,48,user_48,MOSCOW,3137,2024-01-23 06:00:00,medium,completed,31.37,1,1,2024,2024,1,Jan,1,Tuesday,4
180,12,user_12,KAZAN,4958,2024-01-23 09:00:00,medium,completed,49.58,1,1,2024,2024,1,Jan,1,Tuesday,4
184,9,user_9,KAZAN,3474,2024-01-23 21:00:00,medium,completed,34.74,1,1,2024,2024,1,Jan,1,Tuesday,4
185,99,user_99,MOSCOW,3378,2024-01-24 00:00:00,medium,completed,33.78,1,1,2024,2024,1,Jan,1,Wednesday,4
186,19,user_19,SPB,1352,2024-01-24 03:00:00,medium,completed,13.52,1,1,2024,2024,1,Jan,1,Wednesday,4
189,3,user_3,KAZAN,2222,2024-01-24 12:00:00,medium,completed,22.22,1,1,2024,2024,1,Jan,1,Wednesday,4
192,54,user_54,MOSCOW,4959,2024-01-24 21:00:00,medium,completed,49.59,1,1,2024,2024,1,Jan,1,Wednesday,4
195,75,user_75,SPB,2582,2024-01-25 06:00:00,medium,completed,25.82,1,1,2024,2024,1,Jan,1,Thursday,4
196,72,user_72,SPB,4642,2024-01-25 09:00:00,medium,completed,46.42,1,1,2024,2024,1,Jan,1,Thursday,4
197,36,user_36,SPB,2117,2024-01-25 12:00:00,medium,completed,21.17,1,1,2024,2024,1,Jan,1,Thursday,4
198,38,user_38,KAZAN,1431,2024-01-25 15:00:00,medium,completed,14.31,1,1,2024,2024,1,Jan,1,Thursday,4
199,84,user_84,MOSCOW,4444,2024-01-25 18:00:00,medium,completed,44.44,1,1,2024,2024,1,Jan,1,Thursday,4
200,99,user_99,MOSCOW,4361,2024-01-25 21:00:00,medium,completed,43.61,1,1,2024,2024,1,Jan,1,Thursday,4
202,99,user_99,MOSCOW,4737,2024-01-26 03:00:00,medium,completed,47.37,1,1,2024,2024,1,Jan,1,Friday,4
203,25,user_25,MOSCOW,4954,2024-01-26 06:00:00,medium,completed,49.54,1,1,2024,2024,1,Jan,1,Friday,4
204,93,user_93,MOSCOW,3277,2024-01-26 09:00:00,medium,completed,32.77,1,1,2024,2024,1,Jan,1,Friday,4
205,18,user_18,SPB,2228,2024-01-26 12:00:00,medium,completed,22.28,1,1,2024,2024,1,Jan,1,Friday,4
207,66,user_66,SPB,4992,2024-01-26 18:00:00,medium,completed,49.92,1,1,2024,2024,1,Jan,1,Friday,4
208,54,user_54,MOSCOW,237,2024-01-26 21:00:00,low,completed,2.37,1,1,2024,2024,1,Jan,1,Friday,4
209,35,user_35,KAZAN,3572,2024-01-27 00:00:00,medium,completed,35.72,1,1,2024,2024,1,Jan,1,Saturday,4
212,41,user_41,MOSCOW,3131,2024-01-27 09:00:00,medium,completed,31.31,1,1,2024,2024,1,Jan,1,Saturday,4
213,100,user_100,MOSCOW,4264,2024-01-27 12:00:00,medium,completed,42.64,1,1,2024,2024,1,Jan,1,Saturday,4
214,33,user_33,SPB,2693,2024-01-27 15:00:00,medium,completed,26.93,1,1,2024,2024,1,Jan,1,Saturday,4
215,68,user_68,SPB,4400,2024-01-27 18:00:00,medium,completed,44.0,1,1,2024,2024,1,Jan,1,Saturday,4
216,33,user_33,SPB,3918,2024-01-27 21:00:00,medium,completed,39.18,1,1,2024,2024,1,Jan,1,Saturday,4
217,14,user_14,KAZAN,4238,2024-01-28 00:00:00,medium,completed,42.38,1,1,2024,2024,1,Jan,1,Sunday,4
218,21,user_21,MOSCOW,3923,2024-01-28 03:00:00,medium,completed,39.23,1,1,2024,2024,1,Jan,1,Sunday,4
219,48,user_48,MOSCOW,4142,2024-01-28 06:00:00,medium,completed,41.42,1,1,2024,2024,1,Jan,1,Sunday,4
221,8,user_8,SPB,860,2024-01-28 12:00:00,low,completed,8.6,1,1,2024,2024,1,Jan,1,Sunday,4
222,7,user_7,KAZAN,3545,2024-01-28 15:00:00,medium,completed,35.45,1,1,2024,2024,1,Jan,1,Sunday,4
223,67,user_67,SPB,999,2024-01-28 18:00:00,low,completed,9.99,1,1,2024,2024,1,Jan,1,Sunday,4
224,17,user_17,SPB,4555,2024-01-28 21:00:00,medium,completed,45.55,1,1,2024,2024,1,Jan,1,Sunday,4
226,48,user_48,MOSCOW,1819,2024-01-29 03:00:00,medium,completed,18.19,1,1,2024,2024,1,Jan,1,Monday,5
227,76,user_76,SPB,380,2024-01-29 06:00:00,low,completed,3.8,1,1,2024,2024,1,Jan,1,Monday,5
229,86,user_86,SPB,1987,2024-01-29 12:00:00,medium,completed,19.87,1,1,2024,2024,1,Jan,1,Monday,5
230,22,user_22,MOSCOW,3366,2024-01-29 15:00:00,medium,completed,33.66,1,1,2024,2024,1,Jan,1,Monday,5
232,38,user_38,KAZAN,4288,2024-01-29 21:00:00,medium,completed,42.88,1,1,2024,2024,1,Jan,1,Monday,5
233,51,user_51,SPB,771,2024-01-30 00:00:00,low,completed,7.71,1,1,2024,2024,1,Jan,1,Tuesday,5
235,8,user_8,SPB,4256,2024-01-30 06:00:00,medium,completed,42.56,1,1,2024,2024,1,Jan,1,Tuesday,5
236,27,user_27,MOSCOW,3222,2024-01-30 09:00:00,medium,completed,32.22,1,1,2024,2024,1,Jan,1,Tuesday,5
237,27,user_27,MOSCOW,4799,2024-01-30 12:00:00,medium,completed,47.99,1,1,2024,2024,1,Jan,1,Tuesday,5
239,21,user_21,MOSCOW,4000,2024-01-30 18:00:00,medium,completed,40.0,1,1,2024,2024,1,Jan,1,Tuesday,5
240,30,user_30,KAZAN,623,2024-01-30 21:00:00,low,completed,6.23,1,1,2024,2024,1,Jan,1,Tuesday,5
241,97,user_97,MOSCOW,2493,2024-01-31 00:00:00,medium,completed,24.93,1,1,2024,2024,1,Jan,1,Wednesday,5
242,28,user_28,KAZAN,3217,2024-01-31 03:00:00,medium,completed,32.17,1,1,2024,2024,1,Jan,1,Wednesday,5
243,64,user_64,SPB,2693,2024-01-31 06:00:00,medium,completed,26.93,1,1,2024,2024,1,Jan,1,Wednesday,5
244,97,user_97,MOSCOW,2068,2024-01-31 09:00:00,medium,completed,20.68,1,1,2024,2024,1,Jan,1,Wednesday,5
245,69,user_69,SPB,1853,2024-01-31 12:00:00,medium,completed,18.53,1,1,2024,2024,1,Jan,1,Wednesday,5
246,61,user_61,SPB,2396,2024-01-31 15:00:00,medium,completed,23.96,1,1,2024,2024,1,Jan,1,Wednesday,5
247,48,user_48,MOSCOW,2361,2024-01-31 18:00:00,medium,completed,23.61,1,1,2024,2024,1,Jan,1,Wednesday,5
248,19,user_19,SPB,2386,2024-01-31 21:00:00,medium,completed,23.86,1,1,2024,2024,1,Jan,1,Wednesday,5
249,4,user_4,KAZAN,4302,2024-02-01 00:00:00,medium,completed,43.02,2,1,2024,2024,2,Feb,1,Thursday,5
250,35,user_35,KAZAN,2978,2024-02-01 03:00:00,medium,completed,29.78,2,1,2024,2024,2,Feb,1,Thursday,5
252,49,user_49,SPB,3744,2024-02-01 09:00:00,medium,completed,37.44,2,1,2024,2024,2,Feb,1,Thursday,5
253,17,user_17,SPB,4532,2024-02-01 12:00:00,medium,completed,45.32,2,1,2024,2024,2,Feb,1,Thursday,5
254,44,user_44,MOSCOW,2155,2024-02-01 15:00:00,medium,completed,21.55,2,1,2024,2024,2,Feb,1,Thursday,5
257,93,user_93,MOSCOW,2866,2024-02-02 00:00:00,medium,completed,28.66,2,1,2024,2024,2,Feb,1,Friday,5
258,46,user_46,KAZAN,402,2024-02-02 03:00:00,low,completed,4.02,2,1,2024,2024,2,Feb,1,Friday,5
260,99,user_99,MOSCOW,155,2024-02-02 09:00:00,low,completed,1.55,2,1,2024,2024,2,Feb,1,Friday,5
261,37,user_37,KAZAN,4921,2024-02-02 12:00:00,medium,completed,49.21,2,1,2024,2024,2,Feb,1,Friday,5
262,24,user_24,SPB,625,2024-02-02 15:00:00,low,completed,6.25,2,1,2024,2024,2,Feb,1,Friday,5
263,93,user_93,MOSCOW,4669,2024-02-02 18:00:00,medium,completed,46.69,2,1,2024,2024,2,Feb,1,Friday,5
266,95,user_95,MOSCOW,3387,2024-02-03 03:00:00,medium,completed,33.87,2,1,2024,2024,2,Feb,1,Saturday,5
267,99,user_99,MOSCOW,464,2024-02-03 06:00:00,low,completed,4.64,2,1,2024,2024,2,Feb,1,Saturday,5
270,63,user_63,SPB,1018,2024-02-03 15:00:00,medium,completed,10.18,2,1,2024,2024,2,Feb,1,Saturday,5
274,33,user_33,SPB,2006,2024-02-04 03:00:00,medium,completed,20.06,2,1,2024,2024,2,Feb,1,Sunday,5
275,67,user_67,SPB,3186,2024-02-04 06:00:00,medium,completed,31.86,2,1,2024,2024,2,Feb,1,Sunday,5
277,25,user_25,MOSCOW,2175,2024-02-04 12:00:00,medium,completed,21.75,2,1,2024,2024,2,Feb,1,Sunday,5
279,54,user_54,MOSCOW,1162,2024-02-04 18:00:00,medium,completed,11.62,2,1,2024,2024,2,Feb,1,Sunday,5
280,58,user_58,MOSCOW,2076,2024-02-04 21:00:00,medium,completed,20.76,2,1,2024,2024,2,Feb,1,Sunday,5
281,67,user_67,SPB,1396,2024-02-05 00:00:00,medium,completed,13.96,2,1,2024,2024,2,Feb,1,Monday,6
282,46,user_46,KAZAN,225,2024-02-05 03:00:00,low,completed,2.25,2,1,2024,2024,2,Feb,1,Monday,6
286,86,user_86,SPB,1703,2024-02-05 15:00:00,medium,completed,17.03,2,1,2024,2024,2,Feb,1,Monday,6
287,23,user_23,SPB,166,2024-02-05 18:00:00,low,completed,1.66,2,1,2024,2024,2,Feb,1,Monday,6
288,66,user_66,SPB,332,2024-02-05 21:00:00,low,completed,3.32,2,1,2024,2024,2,Feb,1,Monday,6
289,27,user_27,MOSCOW,2256,2024-02-06 00:00:00,medium,completed,22.56,2,1,2024,2024,2,Feb,1,Tuesday,6
290,2,user_2,MOSCOW,1269,2024-02-06 03:00:00,medium,completed,12.69,2,1,2024,2024,2,Feb,1,Tuesday,6
291,90,user_90,MOSCOW,2258,2024-02-06 06:00:00,medium,completed,22.58,2,1,2024,2024,2,Feb,1,Tuesday,6
292,17,user_17,SPB,4306,2024-02-06 09:00:00,medium,completed,43.06,2,1,2024,2024,2,Feb,1,Tuesday,6
293,33,user_33,SPB,1593,2024-02-06 12:00:00,medium,completed,15.93,2,1,2024,2024,2,Feb,1,Tuesday,6
296,48,user_48,MOSCOW,2572,2024-02-06 21:00:00,medium,completed,25.72,2,1,2024,2024,2,Feb,1,Tuesday,6
297,39,user_39,MOSCOW,2760,2024-02-07 00:00:00,medium,completed,27.6,2,1,2024,2024,2,Feb,1,Wednesday,6
299,42,user_42,KAZAN,1861,2024-02-07 06:00:00,medium,completed,18.61,2,1,2024,2024,2,Feb,1,Wednesday,6
302,50,user_50,SPB,2462,2024-02-07 15:00:00,medium,completed,24.62,2,1,2024,2024,2,Feb,1,Wednesday,6
303,25,user_25,MOSCOW,976,2024-02-07 18:00:00,low,completed,9.76,2,1,2024,2024,2,Feb,1,Wednesday,6
304,24,user_24,SPB,3912,2024-02-07 21:00:00,medium,completed,39.12,2,1,2024,2024,2,Feb,1,Wednesday,6
305,13,user_13,MOSCOW,3548,2024-02-08 00:00:00,medium,completed,35.48,2,1,2024,2024,2,Feb,1,Thursday,6
306,60,user_60,KAZAN,1412,2024-02-08 03:00:00,medium,completed,14.12,2,1,2024,2024,2,Feb,1,Thursday,6
308,57,user_57,KAZAN,2809,2024-02-08 09:00:00,medium,completed,28.09,2,1,2024,2024,2,Feb,1,Thursday,6
309,36,user_36,SPB,2424,2024-02-08 12:00:00,medium,completed,24.24,2,1,2024,2024,2,Feb,1,Thursday,6
312,65,user_65,SPB,2663,2024-02-08 21:00:00,medium,completed,26.63,2,1,2024,2024,2,Feb,1,Thursday,6
313,8,user_8,SPB,3521,2024-02-09 00:00:00,medium,completed,35.21,2,1,2024,2024,2,Feb,1,Friday,6
314,16,user_16,MOSCOW,3617,2024-02-09 03:00:00,medium,completed,36.17,2,1,2024,2024,2,Feb,1,Friday,6
315,14,user_14,KAZAN,2497,2024-02-09 06:00:00,medium,completed,24.97,2,1,2024,2024,2,Feb,1,Friday,6
