order_id,user_id,amount,status,created_at
100,52,3430,completed,2024-01-13 09:00:00
101,62,2803,pending,2024-01-13 12:00:00
102,58,570,completed,2024-01-13 15:00:00
103,52,1453,cancelled,2024-01-13 18:00:00
104,12,2883,pending,2024-01-13 21:00:00
105,39,2931,completed,2024-01-14 00:00:00
106,2,457,completed,2024-01-14 03:00:00
107,3,3119,cancelled,2024-01-14 06:00:00
108,56,767,completed,2024-01-14 09:00:00
109,81,4568,completed,2024-01-14 12:00:00
110,59,1245,completed,2024-01-14 15:00:00
111,2,4285,completed,2024-01-14 18:00:00
112,2,3819,pending,2024-01-14 21:00:00
113,92,2845,completed,2024-01-15 00:00:00
114,54,639,completed,2024-01-15 03:00:00
115,87,2879,completed,2024-01-15 06:00:00
116,96,4236,completed,2024-01-15 09:00:00
117,97,4935,completed,2024-01-15 12:00:00
118,1,3875,completed,2024-01-15 15:00:00
119,19,2608,cancelled,2024-01-15 18:00:00
120,2,2879,completed,2024-01-15 21:00:00
121,53,1024,completed,2024-01-16 00:00:00
122,44,3056,pending,2024-01-16 03:00:00
123,90,1681,completed,2024-01-16 06:00:00
124,32,3424,pending,2024-01-16 09:00:00
125,70,4585,completed,2024-01-16 12:00:00
126,32,355,completed,2024-01-16 15:00:00
127,68,4904,completed,2024-01-16 18:00:00
128,55,1938,completed,2024-01-16 21:00:00
129,75,2044,pending,2024-01-17 00:00:00
130,56,109,completed,2024-01-17 03:00:00
131,17,2971,completed,2024-01-17 06:00:00
132,38,897,completed,2024-01-17 09:00:00
133,24,1115,completed,2024-01-17 12:00:00
134,69,1924,pending,2024-01-17 15:00:00
135,98,4569,completed,2024-01-17 18:00:00
136,70,3236,completed,2024-01-17 21:00:00
137,86,2293,completed,2024-01-18 00:00:00
138,11,323,completed,2024-01-18 03:00:00
139,16,4258,pending,2024-01-18 06:00:00
140,97,4025,completed,2024-01-18 09:00:00
141,73,4884,pending,2024-01-18 12:00:00
142,59,4100,completed,2024-01-18 15:00:00
143,70,1733,completed,2024-01-18 18:00:00
144,80,2252,cancelled,2024-01-18 21:00:00
145,93,610,completed,2024-01-19 00:00:00
146,3,484,completed,2024-01-19 03:00:00
147,20,504,pending,2024-01-19 06:00:00
148,59,4713,completed,2024-01-19 09:00:00
149,36,4671,pending,2024-01-19 12:00:00
150,19,2100,completed,2024-01-19 15:00:00
151,90,2856,cancelled,2024-01-19 18:00:00
152,67,1768,pending,2024-01-19 21:00:00
153,19,1560,completed,2024-01-20 00:00:00
154,20,3736,cancelled,2024-01-20 03:00:00
155,96,2824,completed,2024-01-20 06:00:00
156,71,4909,cancelled,2024-01-20 09:00:00
157,52,4278,completed,2024-01-20 12:00:00
158,33,2148,completed,2024-01-20 15:00:00
159,40,4246,completed,2024-01-20 18:00:00
160,39,4880,completed,2024-01-20 21:00:00
161,82,816,completed,2024-01-21 00:00:00
162,1,4644,pending,2024-01-21 03:00:00
163,11,4683,pending,2024-01-21 06:00:00
164,92,1923,cancelled,2024-01-21 09:00:00
165,57,2181,completed,2024-01-21 12:00:00
166,89,3519,completed,2024-01-21 15:00:00
167,50,1674,completed,2024-01-21 18:00:00
168,23,349,completed,2024-01-21 21:00:00
169,31,773,completed,2024-01-22 00:00:00
170,94,4633,completed,2024-01-22 03:00:00
171,42,2265,pending,2024-01-22 06:00:00
172,99,870,completed,2024-01-22 09:00:00
173,7,4062,completed,2024-01-22 12:00:00
174,16,4463,completed,2024-01-22 15:00:00
175,90,2084,completed,2024-01-22 18:00:00
176,60,1177,completed,2024-01-22 21:00:00
177,2,335,cancelled,2024-01-23 00:00:00
178,1,488,completed,2024-01-23 03:00:00
179,48,3137,completed,2024-01-23 06:00:00
180,12,4958,completed,2024-01-23 09:00:00
181,69,1948,pending,2024-01-23 12:00:00
182,37,4819,cancelled,2024-01-23 15:00:00
183,32,2914,pending,2024-01-23 18:00:00
184,9,3474,completed,2024-01-23 21:00:00
185,99,3378,completed,2024-01-24 00:00:00
186,19,1352,completed,2024-01-24 03:00:00
187,48,4081,cancelled,2024-01-24 06:00:00
188,80,4773,pending,2024-01-24 09:00:00
189,3,2222,completed,2024-01-24 12:00:00
190,20,4630,pending,2024-01-24 15:00:00
191,24,2250,pending,2024-01-24 18:00:00
192,54,4959,completed,2024-01-24 21:00:00
193,33,1429,cancelled,2024-01-25 00:00:00
194,24,1458,cancelled,2024-01-25 03:00:00
195,75,2582,completed,2024-01-25 06:00:00
196,72,4642,completed,2024-01-25 09:00:00
197,36,2117,completed,2024-01-25 12:00:00
198,38,1431,completed,2024-01-25 15:00:00
199,84,4444,completed,2024-01-25 18:00:00
200,99,4361,completed,2024-01-25 21:00:00
201,89,1458,cancelled,2024-01-26 00:00:00
202,99,4737,completed,2024-01-26 03:00:00
203,25,4954,completed,2024-01-26 06:00:00
204,93,3277,completed,2024-01-26 09:00:00
205,18,2228,completed,2024-01-26 12:00:00
206,82,2280,pending,2024-01-26 15:00:00
207,66,4992,completed,2024-01-26 18:00:00
208,54,237,completed,2024-01-26 21:00:00
209,35,3572,completed,2024-01-27 00:00:00
210,80,2932,pending,2024-01-27 03:00:00
211,61,3679,pending,2024-01-27 06:00:00
212,41,3131,completed,2024-01-27 09:00:00
213,100,4264,completed,2024-01-27 12:00:00
214,33,2693,completed,2024-01-27 15:00:00
215,68,4400,completed,2024-01-27 18:00:00
216,33,3918,completed,2024-01-27 21:00:00
217,14,4238,completed,2024-01-28 00:00:00
218,21,3923,completed,2024-01-28 03:00:00
219,48,4142,completed,2024-01-28 06:00:00
220,20,2006,pending,2024-01-28 09:00:00
221,8,860,completed,2024-01-28 12:00:00
222,7,3545,completed,2024-01-28 15:00:00
223,67,999,completed,2024-01-28 18:00:00
224,17,4555,completed,2024-01-28 21:00:00
225,33,3047,pending,2024-01-29 00:00:00
226,48,1819,completed,2024-01-29 03:00:00
227,76,380,completed,2024-01-29 06:00:00
228,59,3366,pending,2024-01-29 09:00:00
229,86,1987,completed,2024-01-29 12:00:00
230,22,3366,completed,2024-01-29 15:00:00
231,30,766,pending,2024-01-29 18:00:00
232,38,4288,completed,2024-01-29 21:00:00
233,51,771,completed,2024-01-30 00:00:00
234,54,2069,cancelled,2024-01-30 03:00:00
235,8,4256,completed,2024-01-30 06:00:00
236,27,3222,completed,2024-01-30 09:00:00
237,27,4799,completed,2024-01-30 12:00:00
238,98,4877,cancelled,2024-01-30 15:00:00
239,21,4000,completed,2024-01-30 18:00:00
240,30,623,completed,2024-01-30 21:00:00
241,97,2493,completed,2024-01-31 00:00:00
242,28,3217,completed,2024-01-31 03:00:00
243,64,2693,completed,2024-01-31 06:00:00
244,97,2068,completed,2024-01-31 09:00:00
245,69,1853,completed,2024-01-31 12:00:00
246,61,2396,completed,2024-01-31 15:00:00
247,48,2361,completed,2024-01-31 18:00:00
248,19,2386,completed,2024-01-31 21:00:00
249,4,4302,completed,2024-02-01 00:00:00
250,35,2978,completed,2024-02-01 03:00:00
251,64,4243,pending,2024-02-01 06:00:00
252,49,3744,completed,2024-02-01 09:00:00
253,17,4532,completed,2024-02-01 12:00:00
254,44,2155,completed,2024-02-01 15:00:00
255,92,4820,pending,2024-02-01 18:00:00
256,30,1376,pending,2024-02-01 21:00:00
257,93,2866,completed,2024-02-02 00:00:00
258,46,402,completed,2024-02-02 03:00:00
259,6,738,cancelled,2024-02-02 06:00:00
260,99,155,completed,2024-02-02 09:00:00
261,37,4921,completed,2024-02-02 12:00:00
262,24,625,completed,2024-02-02 15:00:00
263,93,4669,completed,2024-02-02 18:00:00
264,46,4223,cancelled,2024-02-02 21:00:00
265,53,2225,pending,2024-02-03 00:00:00
266,95,3387,completed,2024-02-03 03:00:00
267,99,464,completed,2024-02-03 06:00:00
268,60,4721,cancelled,2024-02-03 09:00:00
269,97,1746,pending,2024-02-03 12:00:00
270,63,1018,completed,2024-02-03 15:00:00
271,85,2897,cancelled,2024-02-03 18:00:00
272,32,1631,cancelled,2024-02-03 21:00:00
273,87,3445,pending,2024-02-04 00:00:00
274,33,2006,completed,2024-02-04 03:00:00
275,67,3186,completed,2024-02-04 06:00:00
276,18,4680,pending,2024-02-04 09:00:00
277,25,2175,completed,2024-02-04 12:00:00
278,95,813,pending,2024-02-04 15:00:00
279,54,1162,completed,2024-02-04 18:00:00
280,58,2076,completed,2024-02-04 21:00:00
281,67,1396,completed,2024-02-05 00:00:00
282,46,225,completed,2024-02-05 03:00:00
283,24,4732,cancelled,2024-02-05 06:00:00
284,32,3696,pending,2024-02-05 09:00:00
285,47,3383,pending,2024-02-05 12:00:00
286,86,1703,completed,2024-02-05 15:00:00
287,23,166,completed,2024-02-05 18:00:00
288,66,332,completed,2024-02-05 21:00:00
289,27,2256,completed,2024-02-06 00:00:00
290,2,1269,completed,2024-02-06 03:00:00
291,90,2258,completed,2024-02-06 06:00:00
292,17,4306,completed,2024-02-06 09:00:00
293,33,1593,completed,2024-02-06 12:00:00
294,9,4818,cancelled,2024-02-06 15:00:00
295,43,4107,pending,2024-02-06 18:00:00
296,48,2572,completed,2024-02-06 21:00:00
297,39,2760,completed,2024-02-07 00:00:00
298,93,2839,pending,2024-02-07 03:00:00
299,42,1861,completed,2024-02-07 06:00:00
300,26,3614,pending,2024-02-07 09:00:00
301,99,2075,pending,2024-02-07 12:00:00
302,50,2462,completed,2024-02-07 15:00:00
303,25,976,completed,2024-02-07 18:00:00
304,24,3912,completed,2024-02-07 21:00:00
305,13,3548,completed,2024-02-08 00:00:00
306,60,1412,completed,2024-02-08 03:00:00
307,7,1560,pending,2024-02-08 06:00:00
308,57,2809,completed,2024-02-08 09:00:00
309,36,2424,completed,2024-02-08 12:00:00
310,45,1833,cancelled,2024-02-08 15:00:00
311,20,1705,pending,2024-02-08 18:00:00
312,65,2663,completed,2024-02-08 21:00:00
313,8,3521,completed,2024-02-09 00:00:00
314,16,3617,completed,2024-02-09 03:00:00
315,14,2497,completed,2024-02-09 06:00:00
316,76,3835,completed,2024-02-09 09:00:00
317,87,2970,completed,2024-02-09 12:00:00
318,15,1260,cancelled,2024-02-09 15:00:00
319,92,4954,completed,2024-02-09 18:00:00
320,98,342,pending,2024-02-09 21:00:00
321,66,2690,cancelled,2024-02-10 00:00:00
322,32,1163,completed,2024-02-10 03:00:00
323,87,4424,pending,2024-02-10 06:00:00
324,63,2695,completed,2024-02-10 09:00:00
325,86,1019,cancelled,2024-02-10 12:00:00
326,51,105,completed,2024-02-10 15:00:00
327,25,567,completed,2024-02-10 18:00:00
328,58,4270,completed,2024-02-10 21:00:00
329,63,103,pending,2024-02-11 00:00:00
330,62,745,pending,2024-02-11 03:00:00
331,22,217,completed,2024-02-11 06:00:00
332,58,3028,pending,2024-02-11 09:00:00
333,58,2651,completed,2024-02-11 12:00:00
334,86,4389,completed,2024-02-11 15:00:00
335,49,946,completed,2024-02-11 18:00:00
336,52,2862,completed,2024-02-11 21:00:00
337,42,1241,completed,2024-02-12 00:00:00
338,70,1910,cancelled,2024-02-12 03:00:00
339,15,823,completed,2024-02-12 06:00:00
340,54,324,completed,2024-02-12 09:00:00
341,60,4727,completed,2024-02-12 12:00:00
342,97,4308,pending,2024-02-12 15:00:00
343,8,4754,cancelled,2024-02-12 18:00:00
344,53,2148,completed,2024-02-12 21:00:00
345,60,4849,pending,2024-02-13 00:00:00
346,5,4515,completed,2024-02-13 03:00:00
347,68,1673,pending,2024-02-13 06:00:00
348,6,1928,completed,2024-02-13 09:00:00
349,96,2017,cancelled,2024-02-13 12:00:00
350,94,4334,completed,2024-02-13 15:00:00
351,47,2126,completed,2024-02-13 18:00:00
352,99,3844,pending,2024-02-13 21:00:00
353,55,1001,completed,2024-02-14 00:00:00
354,40,4885,completed,2024-02-14 03:00:00
355,52,2139,completed,2024-02-14 06:00:00
356,16,109,completed,2024-02-14 09:00:00
357,13,360,completed,2024-02-14 12:00:00
358,30,1773,completed,2024-02-14 15:00:00
359,19,2319,completed,2024-02-14 18:00:00
360,17,2160,completed,2024-02-14 21:00:00
361,63,3813,pending,2024-02-15 00:00:00
362,19,1719,completed,2024-02-15 03:00:00
363,92,420,completed,2024-02-15 06:00:00
364,58,1442,completed,2024-02-15 09:00:00
365,55,2476,completed,2024-02-15 12:00:00
366,90,2932,pending,2024-02-15 15:00:00
367,90,2924,completed,2024-02-15 18:00:00
368,62,2094,completed,2024-02-15 21:00:00
369,23,3058,pending,2024-02-16 00:00:00
370,9,2138,pending,2024-02-16 03:00:00
371,12,3590,completed,2024-02-16 06:00:00
372,1,3777,pending,2024-02-16 09:00:00
373,58,1218,cancelled,2024-02-16 12:00:00
374,1,1704,completed,2024-02-16 15:00:00
375,34,4127,pending,2024-02-16 18:00:00
376,96,335,pending,2024-02-16 21:00:00
377,48,2069,completed,2024-02-17 00:00:00
378,89,4529,completed,2024-02-17 03:00:00
379,1,2008,completed,2024-02-17 06:00:00
380,16,475,pending,2024-02-17 09:00:00
381,61,3630,cancelled,2024-02-17 12:00:00
382,64,2735,completed,2024-02-17 15:00:00
383,63,1670,completed,2024-02-17 18:00:00
384,69,2660,completed,2024-02-17 21:00:00
385,22,3491,completed,2024-02-18 00:00:00
386,93,3065,completed,2024-02-18 03:00:00
387,67,3743,completed,2024-02-18 06:00:00
388,76,3950,pending,2024-02-18 09:00:00
389,26,972,completed,2024-02-18 12:00:00
390,16,1352,pending,2024-02-18 15:00:00
391,51,1414,completed,2024-02-18 18:00:00
392,86,4920,completed,2024-02-18 21:00:00
393,57,2998,completed,2024-02-19 00:00:00
394,29,177,completed,2024-02-19 03:00:00
395,78,2721,cancelled,2024-02-19 06:00:00
396,92,4327,completed,2024-02-19 09:00:00
397,69,700,pending,2024-02-19 12:00:00
398,47,1165,completed,2024-02-19 15:00:00
399,94,2236,pending,2024-02-19 18:00:00
400,62,2549,completed,2024-02-19 21:00:00
401,69,2443,pending,2024-02-20 00:00:00
402,76,1963,pending,2024-02-20 03:00:00
403,16,1418,completed,2024-02-20 06:00:00
404,90,4811,completed,2024-02-20 09:00:00
405,90,3697,pending,2024-02-20 12:00:00
406,48,3862,cancelled,2024-02-20 15:00:00
407,85,4770,completed,2024-02-20 18:00:00
408,39,2290,pending,2024-02-20 21:00:00
409,100,1092,cancelled,2024-02-21 00:00:00
410,33,2812,pending,2024-02-21 03:00:00
411,94,2292,cancelled,2024-02-21 06:00:00
412,23,1348,pending,2024-02-21 09:00:00
413,10,3154,completed,2024-02-21 12:00:00
414,69,4698,completed,2024-02-21 15:00:00
415,100,4133,completed,2024-02-21 18:00:00
416,34,2097,pending,2024-02-21 21:00:00
417,52,3787,pending,2024-02-22 00:00:00
418,95,2251,completed,2024-02-22 03:00:00
419,10,4118,pending,2024-02-22 06:00:00
420,19,3210,pending,2024-02-22 09:00:00
421,58,2070,completed,2024-02-22 12:00:00
422,96,297,completed,2024-02-22 15:00:00
423,1,2726,completed,2024-02-22 18:00:00
424,69,1302,completed,2024-02-22 21:00:00
425,4,2135,completed,2024-02-23 00:00:00
426,16,577,completed,2024-02-23 03:00:00
427,24,1354,completed,2024-02-23 06:00:00
428,80,1022,completed,2024-02-23 09:00:00
429,2,519,completed,2024-02-23 12:00:00
430,92,2304,completed,2024-02-23 15:00:00
431,32,2697,pending,2024-02-23 18:00:00
432,91,1220,completed,2024-02-23 21:00:00
433,84,3168,cancelled,2024-02-24 00:00:00
434,24,1050,cancelled,2024-02-24 03:00:00
435,12,2436,completed,2024-02-24 06:00:00
436,50,2343,completed,2024-02-24 09:00:00
437,35,2745,completed,2024-02-24 12:00:00
438,33,1957,completed,2024-02-24 15:00:00
439,33,4712,completed,2024-02-24 18:00:00
440,61,1965,completed,2024-02-24 21:00:00
441,51,3012,completed,2024-02-25 00:00:00
442,43,2953,completed,2024-02-25 03:00:00
443,12,3328,completed,2024-02-25 06:00:00
444,67,3819,completed,2024-02-25 09:00:00
445,65,3328,completed,2024-02-25 12:00:00
446,33,2471,completed,2024-02-25 15:00:00
447,40,2991,completed,2024-02-25 18:00:00
448,74,3856,cancelled,2024-02-25 21:00:00
449,43,4325,completed,2024-02-26 00:00:00
450,44,194,completed,2024-02-26 03:00:00
451,29,2774,completed,2024-02-26 06:00:00
452,13,2055,completed,2024-02-26 09:00:00
453,12,893,cancelled,2024-02-26 12:00:00
454,95,1934,pending,2024-02-26 15:00:00
455,46,2216,completed,2024-02-26 18:00:00
456,2,4206,pending,2024-02-26 21:00:00
457,35,3425,cancelled,2024-02-27 00:00:00
458,87,3019,cancelled,2024-02-27 03:00:00
459,81,2697,pending,2024-02-27 06:00:00
460,90,3305,pending,2024-02-27 09:00:00
461,8,4907,completed,2024-02-27 12:00:00
462,93,914,completed,2024-02-27 15:00:00
463,26,445,completed,2024-02-27 18:00:00
464,74,2449,completed,2024-02-27 21:00:00
465,90,462,completed,2024-02-28 00:00:00
466,34,2543,completed,2024-02-28 03:00:00
467,7,2365,completed,2024-02-28 06:00:00
468,68,2288,pending,2024-02-28 09:00:00
469,58,3105,cancelled,2024-02-28 12:00:00
470,75,3381,completed,2024-02-28 15:00:00
471,29,1084,completed,2024-02-28 18:00:00
472,36,1739,pending,2024-02-28 21:00:00
473,89,927,completed,2024-02-29 00:00:00
474,21,2830,pending,2024-02-29 03:00:00
475,36,3631,completed,2024-02-29 06:00:00
476,10,4551,completed,2024-02-29 09:00:00
477,73,3035,cancelled,2024-02-29 12:00:00
478,24,3976,completed,2024-02-29 15:00:00
479,64,226,completed,2024-02-29 18:00:00
480,99,3277,pending,2024-02-29 21:00:00
481,49,3156,completed,2024-03-01 00:00:00
482,99,703,completed,2024-03-01 03:00:00
483,36,3549,cancelled,2024-03-01 06:00:00
484,82,4246,completed,2024-03-01 09:00:00
485,96,3633,pending,2024-03-01 12:00:00
486,24,3467,completed,2024-03-01 15:00:00
487,23,3468,completed,2024-03-01 18:00:00
488,62,3897,completed,2024-03-01 21:00:00
489,96,1892,completed,2024-03-02 00:00:00
490,37,2961,cancelled,2024-03-02 03:00:00
491,12,3576,cancelled,2024-03-02 06:00:00
492,55,3517,completed,2024-03-02 09:00:00
493,13,1745,pending,2024-03-02 12:00:00
494,23,1305,completed,2024-03-02 15:00:00
495,89,3130,completed,2024-03-02 18:00:00
496,99,2972,completed,2024-03-02 21:00:00
497,30,3172,completed,2024-03-03 00:00:00
498,17,1954,completed,2024-03-03 03:00:00
499,62,4121,pending,2024-03-03 06:00:00
500,84,4762,completed,2024-03-03 09:00:00
