event_id,user_id,event_type,event_date
267,420,login,2023-07-15
268,420,upgrade_view,2024-03-27
269,420,feature_use,2024-03-04
270,420,feature_use,2024-02-27
271,420,support_ticket,2024-02-25
272,420,feature_use,2023-03-05
273,420,feature_use,2024-06-15
274,420,upgrade_view,2024-07-28
275,420,support_ticket,2024-11-09
276,420,support_ticket,2024-06-22
277,420,feature_use,2023-11-18
278,397,upgrade_view,2024-06-29
279,397,upgrade_view,2024-07-13
280,397,upgrade_view,2024-11-23
281,397,support_ticket,2024-09-16
282,397,feature_use,2023-07-16
283,397,upgrade_view,2023-10-13
284,397,upgrade_view,2023-08-19
285,397,feature_use,2023-10-23
286,397,support_ticket,2024-12-07
287,397,support_ticket,2023-11-21
288,397,upgrade_view,2023-12-24
289,397,login,2023-10-22
290,397,support_ticket,2024-08-10
291,397,upgrade_view,2024-02-09
292,397,upgrade_view,2023-05-30
293,397,upgrade_view,2023-02-13
294,397,upgrade_view,2023-03-22
295,397,upgrade_view,2024-03-28
296,397,feature_use,2024-05-05
297,155,upgrade_view,2024-07-05
298,155,upgrade_view,2024-07-29
299,155,login,2023-05-21
300,155,feature_use,2024-09-22
301,155,login,2023-09-06
302,155,feature_use,2024-11-16
303,155,feature_use,2024-10-15
304,155,login,2023-02-23
305,155,upgrade_view,2024-02-28
306,155,login,2024-04-28
307,155,feature_use,2024-11-28
308,464,feature_use,2024-07-17
309,464,support_ticket,2024-02-21
310,464,feature_use,2024-05-03
311,464,upgrade_view,2023-10-22
312,464,login,2023-10-20
313,413,feature_use,2023-04-02
314,413,login,2024-07-01
315,413,support_ticket,2023-06-29
316,413,login,2023-06-30
317,413,support_ticket,2024-02-11
318,413,upgrade_view,2023-07-10
319,413,login,2023-02-08
320,413,login,2023-11-02
321,413,upgrade_view,2023-12-10
322,413,support_ticket,2024-04-10
323,413,support_ticket,2023-05-18
324,413,feature_use,2023-10-07
325,413,upgrade_view,2023-04-26
326,413,support_ticket,2023-06-16
327,413,upgrade_view,2024-10-25
328,413,login,2023-07-10
329,413,upgrade_view,2023-12-12
330,413,feature_use,2024-08-04
331,413,support_ticket,2023-06-29
332,413,upgrade_view,2024-03-13
333,413,support_ticket,2023-03-30
334,413,login,2024-11-16
335,413,feature_use,2023-07-09
336,413,upgrade_view,2024-05-03
337,413,login,2023-09-12
338,413,support_ticket,2023-09-25
339,413,support_ticket,2023-08-30
340,413,upgrade_view,2023-10-01
341,413,login,2023-11-06
342,165,upgrade_view,2024-10-31
343,165,feature_use,2024-12-10
344,165,login,2023-03-05
345,165,upgrade_view,2024-04-21
346,165,support_ticket,2023-06-13
347,165,upgrade_view,2024-12-03
348,165,login,2024-12-07
349,165,upgrade_view,2024-10-16
350,165,feature_use,2024-01-12
351,165,feature_use,2023-08-13
352,165,feature_use,2024-05-04
353,165,upgrade_view,2024-04-10
354,165,support_ticket,2024-03-01
355,244,feature_use,2024-07-04
356,244,login,2023-09-11
357,244,support_ticket,2024-06-22
358,244,upgrade_view,2024-06-24
359,244,login,2023-03-21
360,244,feature_use,2023-03-05
361,244,feature_use,2024-08-09
362,244,upgrade_view,2023-06-18
363,244,support_ticket,2024-06-16
364,244,feature_use,2023-04-30
365,244,support_ticket,2024-08-20
366,244,support_ticket,2023-04-04
367,244,support_ticket,2023-02-26
368,244,support_ticket,2023-05-16
369,244,login,2024-04-12
370,244,support_ticket,2024-07-26
371,244,upgrade_view,2024-11-19
372,244,support_ticket,2023-01-23
373,244,login,2023-09-18
374,244,login,2023-08-12
375,244,support_ticket,2023-02-16
376,244,login,2023-12-19
377,244,login,2024-07-08
378,244,support_ticket,2023-03-12
379,244,upgrade_view,2023-02-02
380,244,feature_use,2024-02-23
381,244,support_ticket,2023-05-19
382,244,support_ticket,2024-01-19
383,244,support_ticket,2024-04-04
384,56,feature_use,2023-03-24
385,56,upgrade_view,2024-10-31
386,56,feature_use,2023-05-02
387,56,support_ticket,2024-07-04
388,56,feature_use,2024-06-25
389,56,login,2023-08-17
390,56,upgrade_view,2023-01-24
391,56,support_ticket,2024-04-19
392,56,support_ticket,2024-06-28
393,56,feature_use,2023-08-24
394,56,upgrade_view,2024-04-16
395,56,upgrade_view,2023-06-08
396,56,login,2023-07-13
397,56,support_ticket,2023-02-02
398,56,login,2024-09-21
399,56,feature_use,2023-09-04
400,56,login,2023-03-10
401,309,support_ticket,2023-02-04
402,309,login,2024-09-04
403,309,login,2023-09-08
404,309,support_ticket,2024-02-16
405,309,feature_use,2023-08-28
406,309,feature_use,2023-02-27
407,309,upgrade_view,2024-05-30
408,309,upgrade_view,2023-08-28
409,309,upgrade_view,2024-08-14
410,309,upgrade_view,2023-08-31
411,309,feature_use,2023-05-27
412,309,upgrade_view,2024-02-28
413,309,login,2023-10-09
414,309,feature_use,2024-07-24
415,309,support_ticket,2024-10-03
416,309,support_ticket,2024-07-23
417,309,upgrade_view,2023-02-18
418,309,support_ticket,2024-10-20
419,309,upgrade_view,2024-06-21
420,309,support_ticket,2024-12-14
421,309,feature_use,2024-02-23
422,309,support_ticket,2023-11-04
423,309,support_ticket,2023-07-08
424,309,feature_use,2023-09-04
425,250,feature_use,2024-12-25
426,250,login,2024-04-19
427,250,support_ticket,2024-07-29
428,250,feature_use,2024-03-02
429,250,feature_use,2024-02-02
430,250,feature_use,2023-09-19
431,250,login,2023-12-05
432,250,upgrade_view,2024-04-05
433,250,feature_use,2023-04-05
434,250,upgrade_view,2023-02-22
435,250,login,2024-01-22
436,250,feature_use,2023-03-16
437,250,feature_use,2024-08-24
438,250,feature_use,2024-05-05
439,180,login,2023-11-07
440,180,feature_use,2023-08-05
441,180,support_ticket,2023-05-01
442,180,feature_use,2023-09-06
443,180,feature_use,2024-02-11
444,180,upgrade_view,2024-07-19
445,180,support_ticket,2023-10-17
446,180,upgrade_view,2024-04-22
447,180,upgrade_view,2023-11-12
448,180,support_ticket,2024-01-04
449,180,login,2024-04-22
450,180,upgrade_view,2024-04-25
451,180,upgrade_view,2023-07-28
452,180,support_ticket,2023-11-17
453,180,feature_use,2023-02-16
454,278,login,2023-05-30
455,278,support_ticket,2023-09-25
456,278,feature_use,2023-10-30
457,278,upgrade_view,2023-07-20
458,278,support_ticket,2023-08-24
459,278,feature_use,2024-08-06
460,278,upgrade_view,2024-05-26
461,278,support_ticket,2023-09-21
462,278,support_ticket,2024-10-19
463,278,feature_use,2024-04-16
464,278,feature_use,2023-12-27
465,278,support_ticket,2023-05-24
466,278,login,2023-07-08
467,278,login,2024-06-20
468,278,login,2023-03-18
469,278,support_ticket,2023-01-07
470,278,feature_use,2023-05-21
471,278,feature_use,2023-03-11
472,278,feature_use,2023-01-10
473,278,support_ticket,2024-06-01
474,278,login,2024-01-18
475,278,support_ticket,2024-09-24
476,278,support_ticket,2024-11-06
477,278,login,2023-01-17
478,278,support_ticket,2024-06-28
479,278,login,2023-01-13
480,278,upgrade_view,2024-06-26
481,278,upgrade_view,2024-07-02
482,48,support_ticket,2024-05-29
483,48,login,2023-07-03
484,48,feature_use,2023-04-09
485,48,feature_use,2023-09-04
486,48,upgrade_view,2024-09-26
487,321,support_ticket,2023-10-01
488,321,upgrade_view,2023-03-22
489,321,support_ticket,2024-02-20
490,321,feature_use,2024-08-01
491,321,feature_use,2024-12-14
492,321,login,2023-11-04
493,321,login,2024-10-31
494,321,support_ticket,2023-04-06
495,321,support_ticket,2024-01-24
496,321,support_ticket,2024-07-19
497,321,login,2023-02-27
498,321,feature_use,2024-12-20
499,321,support_ticket,2023-03-26
500,321,upgrade_view,2024-03-20
501,321,login,2024-08-02
502,321,login,2024-06-24
503,477,support_ticket,2023-08-05
504,477,login,2023-10-05
505,477,upgrade_view,2023-03-18
506,477,login,2024-07-10
507,477,upgrade_view,2023-07-03
508,477,feature_use,2023-01-17
509,477,feature_use,2024-08-24
510,477,support_ticket,2024-12-30
511,477,upgrade_view,2023-03-20
512,477,feature_use,2023-06-16
513,477,support_ticket,2024-08-03
514,477,upgrade_view,2024-11-24
515,478,login,2023-05-24
516,478,upgrade_view,2024-05-27
517,478,login,2023-02-24
518,478,feature_use,2024-03-23
519,478,upgrade_view,2023-03-19
520,478,support_ticket,2024-09-11
521,478,login,2023-12-01
522,478,upgrade_view,2024-10-11
523,478,support_ticket,2024-04-06
524,478,upgrade_view,2023-08-22
525,478,support_ticket,2024-07-20
526,478,feature_use,2024-03-18
527,478,support_ticket,2024-11-27
528,478,upgrade_view,2023-03-29
529,478,login,2023-09-10
530,478,upgrade_view,2023-03-26
531,478,support_ticket,2023-06-07
532,128,feature_use,2024-10-11
533,128,upgrade_view,2024-02-03
534,128,login,2024-01-05
535,128,login,2023-04-04
536,128,support_ticket,2023-11-12
537,128,upgrade_view,2024-01-04
538,128,feature_use,2023-04-15
539,128,feature_use,2023-03-31
540,128,support_ticket,2024-03-17
541,128,support_ticket,2024-07-24
542,128,login,2023-04-16
543,128,upgrade_view,2023-04-02
544,128,login,2024-07-21
545,128,upgrade_view,2024-09-03
546,128,login,2024-01-30
547,128,support_ticket,2023-10-26
548,128,login,2024-02-02
549,128,feature_use,2024-07-26
550,128,feature_use,2024-08-08
551,128,support_ticket,2024-12-02
552,128,feature_use,2023-06-23
553,128,upgrade_view,2023-10-03
554,128,support_ticket,2023-10-02
555,128,login,2023-05-30
556,128,support_ticket,2023-06-21
557,128,support_ticket,2023-10-10
558,128,support_ticket,2023-11-03
559,94,upgrade_view,2023-03-20
560,94,feature_use,2023-09-15
561,94,support_ticket,2024-10-02
562,94,feature_use,2024-08-31
563,94,login,2024-04-13
564,94,upgrade_view,2023-05-19
565,94,support_ticket,2023-01-07
566,94,support_ticket,2023-12-07
567,94,support_ticket,2023-12-04
568,94,support_ticket,2023-12-09
569,94,feature_use,2024-10-28
570,94,upgrade_view,2023-11-04
571,94,feature_use,2024-09-09
572,94,upgrade_view,2024-05-05
573,94,support_ticket,2023-07-01
574,94,upgrade_view,2023-11-23
575,94,support_ticket,2024-12-12
576,94,feature_use,2024-08-12
577,94,support_ticket,2023-11-30
578,94,support_ticket,2023-10-15
579,94,login,2024-01-09
580,94,feature_use,2024-07-31
581,94,feature_use,2024-08-29
582,94,login,2024-11-29
583,94,feature_use,2024-04-17
584,94,upgrade_view,2024-03-24
585,94,login,2024-12-10
586,94,support_ticket,2024-02-23
587,94,upgrade_view,2023-05-23
588,94,upgrade_view,2023-09-05
589,22,support_ticket,2023-06-07
590,22,login,2024-01-22
591,22,support_ticket,2024-04-04
592,22,support_ticket,2024-08-19
593,22,support_ticket,2024-07-01
594,22,login,2024-07-10
595,22,login,2024-01-04
596,22,feature_use,2023-04-22
597,22,upgrade_view,2024-11-04
598,22,login,2023-06-20
599,22,support_ticket,2024-07-30
600,22,support_ticket,2023-12-06
601,22,login,2023-04-19
602,22,upgrade_view,2023-04-11
603,22,feature_use,2023-08-16
604,22,upgrade_view,2024-04-01
605,22,support_ticket,2024-02-05
606,22,feature_use,2024-11-26
607,22,login,2023-12-20
608,22,login,2024-05-09
609,22,support_ticket,2023-10-30
610,22,login,2023-03-29
611,22,upgrade_view,2023-05-26
612,22,upgrade_view,2023-11-16
613,22,feature_use,2024-04-11
614,22,support_ticket,2024-06-17
615,379,login,2024-05-02
616,379,support_ticket,2024-03-24
617,379,login,2023-11-23
618,379,login,2023-11-04
619,379,login,2024-12-28
620,379,upgrade_view,2023-01-24
621,379,login,2024-10-25
622,379,feature_use,2024-11-24
623,379,feature_use,2023-09-07
624,379,feature_use,2024-07-19
625,379,support_ticket,2023-12-05
626,379,feature_use,2024-04-18
627,379,feature_use,2024-02-19
628,379,support_ticket,2023-07-10
629,379,login,2024-02-10
630,379,feature_use,2024-09-20
631,270,support_ticket,2024-08-29
632,270,login,2024-02-03
633,270,feature_use,2024-12-22
634,270,upgrade_view,2023-07-30
635,270,login,2024-12-21
636,270,login,2024-08-14
637,270,feature_use,2024-07-03
638,270,upgrade_view,2024-01-10
639,270,support_ticket,2023-07-21
640,270,upgrade_view,2023-04-27
641,270,support_ticket,2024-11-17
642,270,upgrade_view,2024-06-24
643,270,support_ticket,2024-09-03
644,270,support_ticket,2024-09-17
645,270,login,2024-08-24
646,270,upgrade_view,2023-12-23
647,270,feature_use,2024-04-13
648,270,upgrade_view,2024-11-20
649,270,login,2024-09-21
650,443,upgrade_view,2023-05-18
651,443,feature_use,2023-05-01
652,443,login,2023-11-09
653,443,upgrade_view,2023-07-07
654,443,feature_use,2024-12-11
655,443,support_ticket,2024-06-07
656,443,feature_use,2024-03-04
657,443,support_ticket,2024-08-11
658,443,feature_use,2024-03-09
659,443,feature_use,2024-05-13
660,443,feature_use,2024-07-22
661,443,upgrade_view,2024-05-16
662,443,feature_use,2023-05-24
663,443,support_ticket,2023-11-19
664,443,login,2024-09-26
665,443,login,2024-01-03
666,443,feature_use,2024-05-11
667,443,support_ticket,2023-07-19
668,443,support_ticket,2024-07-29
669,443,support_ticket,2024-02-23
670,443,support_ticket,2024-03-01
671,443,feature_use,2024-05-15
672,443,login,2023-03-26
673,443,upgrade_view,2023-08-14
674,443,upgrade_view,2023-02-03
675,443,upgrade_view,2023-08-19
676,29,support_ticket,2024-04-13
677,29,login,2024-07-16
678,29,login,2024-08-09
679,29,upgrade_view,2023-10-02
680,29,login,2024-07-09
681,29,feature_use,2024-03-27
682,29,login,2024-03-11
683,29,feature_use,2024-10-31
684,29,login,2023-11-01
685,29,upgrade_view,2024-04-05
686,17,support_ticket,2023-03-31
687,17,feature_use,2023-05-01
688,17,upgrade_view,2023-08-03
689,17,support_ticket,2024-12-28
690,17,feature_use,2023-06-19
691,17,feature_use,2023-07-31
692,17,upgrade_view,2023-03-02
693,17,upgrade_view,2024-06-29
694,17,feature_use,2024-09-03
695,17,upgrade_view,2023-11-28
696,17,upgrade_view,2023-10-24
697,17,login,2024-06-10
698,17,support_ticket,2023-05-19
699,17,upgrade_view,2023-03-02
700,17,feature_use,2024-11-02
701,17,feature_use,2024-12-19
702,37,upgrade_view,2023-05-30
703,37,support_ticket,2023-09-11
704,37,feature_use,2024-05-16
705,37,upgrade_view,2024-08-14
706,37,support_ticket,2024-10-04
707,37,support_ticket,2024-01-20
708,37,login,2023-03-19
709,37,upgrade_view,2024-02-17
710,37,upgrade_view,2024-12-12
711,37,support_ticket,2024-04-10
712,37,login,2023-12-02
713,37,support_ticket,2023-04-06
714,4,upgrade_view,2024-11-11
715,4,support_ticket,2023-03-06
716,4,support_ticket,2023-08-12
717,4,support_ticket,2023-08-05
718,4,upgrade_view,2023-10-02
719,4,upgrade_view,2023-10-18
720,4,feature_use,2024-07-14
721,4,support_ticket,2024-08-02
722,4,login,2023-12-18
723,4,login,2023-02-17
724,4,support_ticket,2024-10-03
725,4,login,2023-01-17
726,4,support_ticket,2023-06-11
727,4,login,2024-04-12
728,4,feature_use,2024-03-14
729,4,feature_use,2024-12-06
730,4,upgrade_view,2024-10-27
731,4,upgrade_view,2023-06-12
732,4,upgrade_view,2023-04-06
733,4,login,2023-09-14
734,4,feature_use,2024-01-16
735,4,support_ticket,2023-02-23
736,4,upgrade_view,2024-10-02
737,4,feature_use,2024-12-17
738,4,login,2024-03-15
739,96,login,2023-04-08
740,96,support_ticket,2023-08-07
741,96,feature_use,2023-03-21
742,96,feature_use,2024-08-30
743,96,support_ticket,2024-06-15
744,96,login,2023-01-10
745,96,upgrade_view,2024-12-13
746,96,support_ticket,2023-05-04
747,96,feature_use,2024-12-11
748,96,login,2024-05-04
749,96,support_ticket,2023-08-23
750,96,login,2023-04-02
751,96,upgrade_view,2023-04-16
752,96,upgrade_view,2024-01-12
753,96,support_ticket,2023-05-21
754,96,feature_use,2023-05-17
755,96,login,2023-03-12
756,96,feature_use,2024-09-16
757,96,upgrade_view,2024-03-26
758,96,feature_use,2023-08-07
759,96,support_ticket,2024-02-26
760,96,login,2023-08-11
761,96,feature_use,2023-04-13
762,96,support_ticket,2023-05-07
763,96,support_ticket,2023-12-26
764,96,feature_use,2023-11-19
765,96,upgrade_view,2023-09-11
766,40,feature_use,2023-03-28
767,40,upgrade_view,2024-07-20
768,40,login,2024-12-08
769,40,upgrade_view,2024-11-05
770,40,feature_use,2023-07-30
771,40,upgrade_view,2024-02-06
772,40,login,2024-10-23
773,40,support_ticket,2023-09-03
774,40,login,2024-01-31
775,40,support_ticket,2023-09-04
776,40,login,2024-10-15
777,40,login,2024-06-24
778,40,upgrade_view,2024-01-05
779,40,support_ticket,2023-05-16
780,40,support_ticket,2024-08-05
781,40,feature_use,2024-01-10
782,40,login,2024-04-27
783,40,login,2023-01-18
784,40,upgrade_view,2023-01-15
785,40,login,2023-08-09
786,40,support_ticket,2023-03-03
787,40,upgrade_view,2024-06-02
788,40,support_ticket,2024-10-05
789,40,support_ticket,2024-03-09
790,40,feature_use,2023-03-26
791,412,upgrade_view,2023-03-27
792,412,feature_use,2023-03-22
793,412,upgrade_view,2023-06-09
794,412,login,2024-02-05
795,412,support_ticket,2023-11-14
796,412,login,2023-09-02
797,412,login,2023-09-08
798,412,login,2024-03-20
799,412,login,2024-04-09
800,412,feature_use,2023-11-13
801,412,login,2023-05-03
802,412,feature_use,2024-12-25
803,412,login,2024-12-19
804,183,upgrade_view,2024-05-23
805,183,upgrade_view,2024-06-19
806,183,upgrade_view,2023-06-20
807,183,upgrade_view,2023-05-10
808,183,login,2023-05-01
809,183,support_ticket,2023-12-10
810,183,login,2023-10-06
811,183,login,2023-09-27
812,183,support_ticket,2024-05-23
813,183,upgrade_view,2024-06-07
814,28,feature_use,2024-05-26
815,28,feature_use,2024-01-12
816,28,login,2023-09-19
817,28,login,2024-08-10
818,28,login,2023-08-22
819,28,login,2023-02-15
820,229,support_ticket,2023-02-17
821,229,support_ticket,2024-01-08
822,229,feature_use,2023-06-03
823,229,support_ticket,2023-02-06
824,229,upgrade_view,2023-08-18
825,229,support_ticket,2023-09-12
826,229,upgrade_view,2023-11-24
827,229,upgrade_view,2023-03-21
828,229,login,2023-05-03
829,229,feature_use,2023-07-03
830,229,login,2024-06-12
831,229,login,2024-02-15
832,83,upgrade_view,2023-10-17
833,83,login,2023-12-02
834,83,support_ticket,2024-07-20
835,83,upgrade_view,2023-01-09
836,83,upgrade_view,2023-07-25
837,83,upgrade_view,2024-07-31
838,83,feature_use,2024-09-29
839,83,upgrade_view,2024-04-20
840,83,support_ticket,2024-08-28
841,83,feature_use,2023-07-20
842,83,login,2023-06-04
843,83,login,2024-02-24
844,83,upgrade_view,2023-08-27
845,83,login,2024-10-13
846,83,login,2023-12-10
847,83,support_ticket,2024-11-04
848,83,login,2023-11-11
849,83,feature_use,2023-07-30
850,83,support_ticket,2024-03-05
851,122,upgrade_view,2023-05-26
852,122,login,2023-04-06
853,122,support_ticket,2023-08-26
854,122,upgrade_view,2024-12-18
855,122,login,2024-04-14
856,122,login,2024-08-17
857,190,support_ticket,2023-05-17
858,190,login,2023-03-18
859,190,feature_use,2024-03-21
860,190,upgrade_view,2023-08-31
861,190,upgrade_view,2023-09-25
862,190,upgrade_view,2024-02-07
863,190,support_ticket,2023-11-22
864,190,feature_use,2023-10-06
865,190,feature_use,2023-03-18
866,190,login,2023-05-20
867,190,login,2023-06-09
868,190,support_ticket,2023-06-18
869,190,upgrade_view,2024-04-22
