order_id,customer_id,product_id,quantity,discount_pct,channel,status,order_date,payment
60,383,8,1,20,web,completed,2024-10-27 17:00:00,card
61,322,83,3,5,web,completed,2024-01-31 01:00:00,card
62,453,73,3,5,web,refunded,2024-01-17 23:00:00,cash
63,355,94,5,30,web,completed,2024-08-27 21:00:00,card
64,113,88,1,0,,cancelled,2024-09-05 18:00:00,card
65,401,30,3,0,,completed,2024-11-23 15:00:00,card
66,124,37,2,30,web,completed,2024-09-19 14:00:00,online
67,119,40,3,10,web,completed,2024-07-04 21:00:00,
68,408,48,1,0,web,completed,2024-01-02 20:00:00,cash
69,165,96,3,0,web,completed,2024-02-24 12:00:00,card
70,161,50,1,15,web,cancelled,2024-01-20 01:00:00,card
71,405,2,5,0,web,completed,2024-03-14 19:00:00,cash
72,435,58,4,0,mobile,completed,2024-02-09 17:00:00,card
73,188,73,5,20,mobile,refunded,2024-10-23 19:00:00,card
74,21,19,5,5,web,refunded,2024-03-22 05:00:00,online
75,45,11,5,5,web,refunded,2024-05-07 20:00:00,cash
76,45,40,4,0,web,refunded,2024-08-26 16:00:00,cash
77,360,24,3,5,web,cancelled,2024-01-16 03:00:00,cash
78,185,77,2,0,mobile,completed,2024-05-29 08:00:00,online
79,329,7,2,0,mobile,completed,2024-08-06 00:00:00,card
80,446,11,2,10,mobile,cancelled,2024-12-27 21:00:00,
81,482,23,3,20,mobile,completed,2024-07-03 04:00:00,card
82,135,16,2,0,web,completed,2024-04-17 20:00:00,online
83,302,17,2,0,web,completed,2024-12-15 04:00:00,cash
84,336,70,3,5,mobile,cancelled,2024-05-09 02:00:00,online
85,394,27,3,0,web,cancelled,2024-01-21 01:00:00,card
86,239,8,5,0,mobile,completed,2024-08-09 01:00:00,online
87,487,87,4,0,,completed,2024-07-11 01:00:00,online
88,285,48,5,0,web,completed,2024-05-16 06:00:00,card
89,268,47,3,0,web,refunded,2024-11-10 08:00:00,cash
90,50,51,3,0,mobile,completed,2024-03-16 19:00:00,cash
91,92,97,1,15,mobile,refunded,2024-06-01 11:00:00,cash
92,379,60,2,10,web,completed,2024-07-25 13:00:00,card
93,323,91,2,0,store,completed,2024-05-12 05:00:00,online
94,46,83,1,5,mobile,refunded,2024-03-31 18:00:00,online
95,124,100,1,0,mobile,completed,2024-12-30 11:00:00,online
96,454,79,1,5,store,cancelled,2024-08-21 03:00:00,cash
97,330,44,1,30,web,cancelled,2024-03-14 08:00:00,card
98,330,39,4,0,store,cancelled,2024-08-29 03:00:00,card
99,260,57,4,10,mobile,completed,2024-09-11 10:00:00,card
100,290,74,3,15,web,cancelled,2024-11-14 17:00:00,online
101,144,68,1,5,web,completed,2024-04-19 00:00:00,card
102,327,11,4,10,web,completed,2024-08-04 05:00:00,card
103,440,6,4,20,web,completed,2024-08-19 01:00:00,cash
104,98,48,5,10,,refunded,2024-03-16 01:00:00,cash
105,332,99,4,0,web,cancelled,2024-06-21 17:00:00,card
106,127,72,1,0,web,cancelled,2024-02-23 20:00:00,card
107,415,39,1,0,web,cancelled,2024-12-08 13:00:00,card
108,476,30,2,0,mobile,refunded,2024-12-08 09:00:00,online
109,5,57,4,0,store,cancelled,2024-09-15 04:00:00,card
110,348,20,3,0,,completed,2024-10-03 05:00:00,online
111,76,94,2,0,web,completed,2024-09-04 06:00:00,card
112,387,69,2,15,,completed,2024-09-16 01:00:00,card
113,447,30,5,5,web,completed,2024-11-29 23:00:00,card
114,148,20,2,20,mobile,completed,2024-10-02 22:00:00,card
115,24,7,3,10,web,cancelled,2024-11-23 10:00:00,card
116,225,10,2,15,store,completed,2024-04-29 08:00:00,card
117,331,73,3,0,mobile,completed,2024-11-12 16:00:00,online
118,63,89,1,0,store,completed,2024-08-20 04:00:00,card
119,264,57,1,5,web,refunded,2024-08-18 00:00:00,card
120,150,33,2,0,web,cancelled,2024-12-11 08:00:00,card
121,473,100,3,0,web,completed,2024-10-21 19:00:00,card
122,355,18,5,15,web,completed,2024-08-12 03:00:00,card
123,389,70,2,10,mobile,completed,2024-11-11 17:00:00,card
124,179,54,4,0,mobile,refunded,2024-02-28 22:00:00,card
125,257,68,4,0,web,refunded,2024-04-30 20:00:00,cash
126,347,89,2,0,mobile,cancelled,2024-05-25 06:00:00,card
127,388,27,1,15,web,completed,2024-04-07 01:00:00,online
128,174,34,5,0,web,completed,2024-12-11 12:00:00,online
129,186,25,2,10,mobile,completed,2024-10-24 04:00:00,card
130,147,70,1,10,store,completed,2024-10-06 13:00:00,card
131,366,62,2,0,,completed,2024-09-18 21:00:00,card
132,474,46,2,0,mobile,completed,2024-03-27 17:00:00,cash
133,166,4,3,0,mobile,refunded,2024-03-25 21:00:00,online
134,236,85,2,5,mobile,completed,2024-03-18 23:00:00,cash
135,154,52,5,0,web,completed,2024-10-08 06:00:00,online
136,152,72,4,20,web,refunded,2024-03-24 14:00:00,
137,451,98,2,0,store,completed,2024-02-19 10:00:00,online
138,458,84,1,10,web,completed,2024-05-06 19:00:00,card
139,362,76,3,30,store,completed,2024-06-16 06:00:00,cash
140,489,48,5,10,mobile,refunded,2024-11-08 07:00:00,cash
141,54,51,4,0,web,cancelled,2024-01-09 15:00:00,card
142,494,21,4,0,mobile,completed,2024-12-17 06:00:00,card
143,382,73,1,5,web,completed,2024-04-21 08:00:00,online
144,433,62,1,0,mobile,refunded,2024-08-02 17:00:00,card
145,37,69,3,0,store,completed,2024-09-16 07:00:00,online
146,46,8,2,5,store,completed,2024-07-16 22:00:00,card
147,252,6,3,0,mobile,completed,2024-01-30 11:00:00,card
148,213,47,3,0,web,completed,2024-01-26 19:00:00,cash
149,325,37,4,0,web,completed,2024-12-27 05:00:00,card
150,229,57,3,0,mobile,completed,2024-09-14 09:00:00,card
151,305,11,1,5,store,completed,2024-02-22 12:00:00,card
152,236,64,2,5,web,completed,2024-06-08 07:00:00,cash
153,495,92,5,10,mobile,completed,2024-03-30 19:00:00,card
154,348,70,3,0,web,completed,2024-09-22 12:00:00,cash
155,27,8,2,5,mobile,completed,2024-07-17 05:00:00,card
156,70,15,3,0,web,refunded,2024-07-19 04:00:00,card
157,17,81,4,0,store,completed,2024-07-30 05:00:00,online
158,241,61,5,10,web,completed,2024-04-07 02:00:00,card
159,12,11,1,20,web,refunded,2024-04-15 11:00:00,cash
160,310,32,3,0,web,completed,2024-07-01 14:00:00,online
161,298,64,3,0,web,refunded,2024-07-22 21:00:00,online
162,181,9,3,5,mobile,completed,2024-11-21 05:00:00,online
163,4,28,4,15,web,completed,2024-05-28 14:00:00,online
164,400,96,5,10,mobile,refunded,2024-03-28 21:00:00,card
165,343,71,1,15,mobile,completed,2024-07-05 04:00:00,online
166,240,52,1,20,web,completed,2024-11-20 19:00:00,card
167,436,24,2,0,store,completed,2024-06-21 03:00:00,card
168,379,39,1,0,web,refunded,2024-07-09 09:00:00,card
169,308,94,5,0,web,completed,2024-06-03 07:00:00,online
170,456,87,4,0,mobile,cancelled,2024-09-04 06:00:00,card
171,290,63,1,5,mobile,completed,2024-06-19 20:00:00,card
172,418,68,3,20,mobile,completed,2024-09-07 02:00:00,online
173,99,13,4,0,,refunded,2024-12-05 19:00:00,card
174,4,69,5,10,mobile,completed,2024-05-21 06:00:00,card
175,166,62,1,0,store,cancelled,2024-04-17 16:00:00,cash
176,168,5,1,10,mobile,refunded,2024-05-09 04:00:00,cash
177,181,61,1,0,web,cancelled,2024-05-31 21:00:00,card
178,258,66,1,10,mobile,completed,2024-01-22 20:00:00,cash
179,39,45,2,10,web,completed,2024-01-05 03:00:00,cash
180,54,97,2,0,mobile,completed,2024-04-13 20:00:00,card
181,455,32,5,0,store,completed,2024-03-02 07:00:00,online
182,257,98,2,5,mobile,refunded,2024-11-18 10:00:00,card
183,430,57,2,0,mobile,completed,2024-04-29 19:00:00,card
184,388,95,4,0,web,completed,2024-10-18 07:00:00,card
185,267,12,5,5,mobile,completed,2024-02-03 15:00:00,online
186,128,2,5,0,store,completed,2024-03-02 07:00:00,cash
187,197,26,3,10,mobile,completed,2024-08-23 13:00:00,online
188,309,48,5,0,mobile,cancelled,2024-08-22 19:00:00,card
189,132,1,3,10,,cancelled,2024-10-01 06:00:00,card
190,182,11,3,0,store,completed,2024-02-12 07:00:00,cash
191,358,64,2,0,web,completed,2024-09-11 05:00:00,card
192,332,17,4,0,mobile,refunded,2024-07-08 10:00:00,
193,461,98,3,5,mobile,refunded,2024-12-28 16:00:00,card
194,221,19,2,0,web,completed,2024-06-17 02:00:00,online
195,405,28,4,0,store,completed,2024-12-30 09:00:00,card
196,162,5,3,0,mobile,completed,2024-01-10 04:00:00,card
197,70,99,4,5,web,completed,2024-04-20 04:00:00,online
198,482,68,2,10,store,completed,2024-09-02 20:00:00,card
199,341,20,4,20,web,completed,2024-03-10 11:00:00,card
200,125,15,5,0,web,completed,2024-07-29 08:00:00,online
201,89,22,1,30,mobile,completed,2024-09-28 15:00:00,card
202,126,12,4,10,web,completed,2024-04-26 07:00:00,card
203,17,1,3,20,mobile,completed,2024-03-05 14:00:00,cash
204,117,93,2,15,,completed,2024-07-08 04:00:00,card
205,110,46,3,10,web,cancelled,2024-01-16 19:00:00,cash
206,73,56,2,15,,cancelled,2024-03-19 08:00:00,online
207,167,5,4,0,web,completed,2024-10-03 11:00:00,card
208,337,56,3,20,web,cancelled,2024-05-11 01:00:00,
209,300,39,3,0,web,cancelled,2024-10-22 00:00:00,
210,410,7,3,15,mobile,completed,2024-06-04 09:00:00,cash
211,18,30,3,15,,completed,2024-03-08 11:00:00,online
212,319,38,3,0,web,completed,2024-06-27 03:00:00,online
213,216,59,3,5,web,completed,2024-05-27 09:00:00,card
214,148,82,5,15,web,cancelled,2024-06-24 05:00:00,card
215,30,50,2,0,,completed,2024-06-18 20:00:00,card
216,496,1,4,10,,completed,2024-05-15 08:00:00,card
217,11,95,3,0,web,cancelled,2024-09-11 15:00:00,card
218,135,96,3,5,web,completed,2024-06-10 19:00:00,cash
219,275,91,1,30,mobile,refunded,2024-09-25 04:00:00,card
220,121,56,5,10,mobile,refunded,2024-02-17 21:00:00,card
221,384,90,2,0,web,completed,2024-11-25 18:00:00,card
222,184,76,4,0,store,completed,2024-03-22 02:00:00,card
223,265,86,4,0,mobile,completed,2024-01-05 12:00:00,card
224,335,38,1,0,mobile,refunded,2024-06-17 17:00:00,online
225,463,66,5,5,web,completed,2024-04-20 12:00:00,card
226,162,27,1,5,web,cancelled,2024-08-28 01:00:00,cash
227,115,65,4,10,mobile,cancelled,2024-10-24 12:00:00,card
228,412,86,1,5,store,refunded,2024-11-08 13:00:00,card
229,395,22,3,0,,cancelled,2024-03-22 16:00:00,card
230,402,75,3,10,web,refunded,2024-09-15 21:00:00,
231,457,44,2,10,mobile,completed,2024-08-19 19:00:00,card
232,141,23,5,0,mobile,completed,2024-07-23 11:00:00,card
233,241,66,4,15,mobile,refunded,2024-12-10 00:00:00,card
234,146,51,1,0,web,completed,2024-07-06 01:00:00,
235,456,96,3,10,mobile,completed,2024-07-05 13:00:00,card
236,320,100,1,0,web,completed,2024-07-12 19:00:00,card
237,498,33,1,0,web,completed,2024-08-15 12:00:00,card
238,428,15,2,0,web,completed,2024-07-05 20:00:00,cash
239,500,24,2,0,,cancelled,2024-10-11 15:00:00,online
240,99,34,2,5,web,completed,2024-04-17 11:00:00,card
241,129,47,2,0,mobile,cancelled,2024-03-20 19:00:00,cash
242,266,22,3,15,store,completed,2024-08-22 10:00:00,card
243,445,88,4,0,mobile,completed,2024-03-08 09:00:00,online
244,21,61,4,15,store,completed,2024-03-10 16:00:00,card
245,363,79,2,20,mobile,cancelled,2024-02-09 10:00:00,online
246,213,47,2,10,mobile,completed,2024-07-05 00:00:00,card
247,373,72,4,5,mobile,completed,2024-12-04 07:00:00,card
248,130,9,3,10,mobile,completed,2024-02-17 10:00:00,
249,224,73,1,5,web,completed,2024-05-21 05:00:00,card
250,92,66,1,0,,cancelled,2024-10-10 14:00:00,card
251,336,6,2,0,mobile,cancelled,2024-05-14 03:00:00,card
252,317,76,3,0,web,refunded,2024-03-25 17:00:00,cash
253,42,50,4,10,mobile,cancelled,2024-07-10 15:00:00,cash
254,324,82,2,10,store,cancelled,2024-11-10 09:00:00,cash
255,268,28,1,20,store,completed,2024-06-16 01:00:00,card
256,350,38,5,10,web,refunded,2024-01-07 23:00:00,cash
257,443,100,3,0,web,completed,2024-09-06 07:00:00,card
258,113,88,1,0,mobile,refunded,2024-09-24 23:00:00,card
259,374,63,5,0,store,completed,2024-06-16 00:00:00,card
260,93,53,2,0,web,cancelled,2024-05-10 08:00:00,card
261,336,12,2,0,web,completed,2024-06-28 20:00:00,online
262,263,33,3,5,store,completed,2024-09-25 23:00:00,online
263,388,14,4,0,,completed,2024-12-24 08:00:00,card
264,453,5,4,0,web,cancelled,2024-11-08 07:00:00,cash
265,436,52,2,20,web,cancelled,2024-12-20 22:00:00,
266,349,81,2,0,mobile,cancelled,2024-06-22 06:00:00,card
267,377,77,3,0,mobile,cancelled,2024-01-04 12:00:00,card
268,332,100,3,0,web,completed,2024-03-16 01:00:00,cash
269,319,84,2,0,web,completed,2024-12-16 11:00:00,online
270,109,47,5,0,web,completed,2024-03-26 22:00:00,card
271,198,87,5,0,mobile,cancelled,2024-12-30 20:00:00,online
272,354,19,2,15,mobile,cancelled,2024-06-20 06:00:00,cash
273,373,80,4,10,mobile,cancelled,2024-01-26 19:00:00,cash
274,252,32,4,20,web,completed,2024-11-20 04:00:00,online
275,1,57,4,20,mobile,cancelled,2024-02-04 10:00:00,cash
276,410,35,3,0,,completed,2024-03-27 17:00:00,card
277,125,45,2,10,mobile,completed,2024-05-14 15:00:00,card
278,19,47,3,0,mobile,completed,2024-08-20 01:00:00,card
279,245,25,5,15,web,completed,2024-01-20 03:00:00,card
280,197,77,1,0,web,completed,2024-02-21 04:00:00,card
281,457,7,1,20,web,cancelled,2024-02-11 09:00:00,card
282,99,37,5,0,web,completed,2024-10-08 05:00:00,
283,496,49,2,10,store,refunded,2024-01-01 19:00:00,card
284,151,54,5,5,web,completed,2024-02-01 11:00:00,online
285,307,100,3,15,mobile,cancelled,2024-04-21 01:00:00,online
286,386,58,2,5,mobile,refunded,2024-05-06 17:00:00,
287,322,39,2,20,web,cancelled,2024-09-10 01:00:00,online
288,449,29,2,15,mobile,cancelled,2024-09-22 04:00:00,card
289,179,5,5,10,web,completed,2024-06-01 11:00:00,card
290,436,22,5,20,store,completed,2024-06-05 12:00:00,cash
291,459,66,3,20,web,completed,2024-04-14 18:00:00,cash
292,340,29,5,20,store,refunded,2024-06-17 01:00:00,card
293,175,95,2,0,mobile,refunded,2024-03-03 18:00:00,online
294,366,68,1,15,mobile,refunded,2024-08-28 12:00:00,cash
295,307,45,3,15,web,completed,2024-06-15 03:00:00,card
296,353,88,5,20,,cancelled,2024-11-13 16:00:00,card
297,172,42,4,15,mobile,cancelled,2024-05-12 14:00:00,online
298,327,66,3,10,web,cancelled,2024-01-27 21:00:00,card
299,450,60,3,20,web,cancelled,2024-04-13 14:00:00,card
300,277,93,1,15,mobile,cancelled,2024-11-06 23:00:00,cash
301,483,19,5,0,store,completed,2024-04-12 18:00:00,card
302,136,4,4,10,web,refunded,2024-11-19 08:00:00,online
303,235,38,3,20,,completed,2024-06-24 19:00:00,card
304,329,57,5,10,web,refunded,2024-11-24 20:00:00,cash
305,273,80,4,0,mobile,refunded,2024-08-12 17:00:00,
306,266,35,2,0,web,completed,2024-07-15 02:00:00,online
307,275,17,3,15,mobile,completed,2024-11-17 08:00:00,card
308,60,34,3,0,web,completed,2024-11-24 20:00:00,
309,232,67,2,5,store,refunded,2024-10-03 00:00:00,cash
310,302,21,4,0,web,completed,2024-02-22 01:00:00,card
311,377,41,2,10,mobile,completed,2024-04-29 17:00:00,online
312,266,62,4,15,store,completed,2024-05-27 04:00:00,card
313,77,59,5,5,web,completed,2024-10-03 13:00:00,online
314,58,98,1,0,store,completed,2024-04-19 23:00:00,card
315,345,81,4,5,web,completed,2024-02-18 07:00:00,online
316,78,44,3,5,mobile,refunded,2024-05-12 08:00:00,card
317,32,59,1,15,,refunded,2024-06-01 03:00:00,cash
318,343,77,4,20,web,cancelled,2024-09-29 05:00:00,online
319,60,34,1,5,store,completed,2024-03-05 08:00:00,
320,350,44,1,10,web,cancelled,2024-12-06 12:00:00,card
321,348,38,5,0,mobile,cancelled,2024-05-31 22:00:00,card
322,186,60,2,0,store,cancelled,2024-08-14 22:00:00,online
323,263,26,1,0,store,refunded,2024-09-18 16:00:00,cash
324,407,40,3,0,web,refunded,2024-04-13 02:00:00,online
325,354,38,2,0,web,completed,2024-12-09 07:00:00,cash
326,179,67,4,20,web,refunded,2024-08-19 09:00:00,card
327,295,4,5,10,mobile,completed,2024-07-29 08:00:00,card
328,247,12,2,5,mobile,completed,2024-09-02 08:00:00,cash
329,352,17,3,0,web,completed,2024-06-22 01:00:00,online
330,328,66,5,0,web,completed,2024-11-30 20:00:00,card
331,176,69,2,5,web,cancelled,2024-01-07 08:00:00,card
332,444,58,5,0,web,completed,2024-05-16 20:00:00,card
333,398,25,3,15,mobile,refunded,2024-10-09 08:00:00,
334,350,64,4,0,web,completed,2024-02-11 12:00:00,card
335,419,42,2,15,mobile,refunded,2024-07-03 06:00:00,
336,141,21,5,15,store,refunded,2024-08-18 13:00:00,cash
337,288,2,4,15,web,completed,2024-09-14 03:00:00,card
338,47,100,4,10,,completed,2024-03-06 06:00:00,card
339,493,21,5,0,web,cancelled,2024-12-10 17:00:00,online
340,327,100,3,15,web,completed,2024-03-03 03:00:00,card
341,344,26,3,10,mobile,completed,2024-09-11 00:00:00,cash
342,469,93,3,0,mobile,completed,2024-04-28 10:00:00,cash
343,170,61,2,10,,completed,2024-09-02 23:00:00,online
344,142,51,1,15,mobile,refunded,2024-12-13 06:00:00,card
345,63,30,1,0,mobile,cancelled,2024-04-07 11:00:00,cash
346,215,67,4,10,mobile,cancelled,2024-04-04 16:00:00,online
347,390,18,4,10,web,completed,2024-05-28 17:00:00,cash
348,4,22,4,10,web,cancelled,2024-07-01 20:00:00,cash
349,44,41,2,10,web,completed,2024-03-25 11:00:00,card
350,219,62,5,5,mobile,completed,2024-03-21 00:00:00,card
351,53,5,1,10,web,completed,2024-01-11 11:00:00,card
352,5,23,2,5,mobile,completed,2024-05-13 20:00:00,online
353,304,63,3,5,web,completed,2024-02-15 19:00:00,card
354,114,60,5,10,web,completed,2024-06-22 11:00:00,card
355,362,6,2,0,mobile,completed,2024-12-08 16:00:00,online
356,268,68,4,10,mobile,cancelled,2024-12-17 22:00:00,cash
357,45,6,1,10,web,completed,2024-05-26 19:00:00,card
358,108,61,2,20,web,completed,2024-02-13 12:00:00,online
359,375,56,5,0,store,completed,2024-09-19 23:00:00,card
360,108,2,1,0,mobile,completed,2024-03-08 02:00:00,card
361,178,77,1,15,web,completed,2024-05-17 21:00:00,online
362,482,13,2,10,web,completed,2024-11-27 18:00:00,online
363,461,3,3,0,mobile,completed,2024-01-08 11:00:00,card
364,443,27,1,15,web,cancelled,2024-01-15 01:00:00,card
365,266,41,4,0,web,refunded,2024-03-14 13:00:00,cash
366,145,64,1,10,web,completed,2024-08-02 21:00:00,online
367,226,97,5,10,web,completed,2024-02-02 03:00:00,card
368,178,83,4,30,web,completed,2024-05-09 06:00:00,card
369,462,41,3,10,mobile,completed,2024-03-02 08:00:00,
370,345,64,3,0,web,completed,2024-11-05 16:00:00,online
371,51,26,2,5,mobile,completed,2024-11-09 21:00:00,cash
372,461,68,5,0,web,completed,2024-08-25 06:00:00,
373,406,79,3,0,web,completed,2024-06-13 21:00:00,card
374,27,41,3,5,web,refunded,2024-03-07 12:00:00,card
375,23,66,2,0,web,refunded,2024-11-08 11:00:00,card
376,310,93,1,10,mobile,refunded,2024-11-29 21:00:00,cash
377,155,95,5,20,mobile,completed,2024-06-10 20:00:00,card
378,361,25,4,15,web,completed,2024-12-19 15:00:00,card
379,266,95,2,5,mobile,cancelled,2024-07-10 23:00:00,online
380,256,61,4,5,mobile,completed,2024-06-12 13:00:00,online
381,446,99,4,0,web,cancelled,2024-12-20 13:00:00,card
382,24,80,4,0,web,completed,2024-01-25 06:00:00,card
383,328,25,1,0,mobile,completed,2024-11-27 09:00:00,cash
384,382,98,5,5,mobile,completed,2024-08-26 01:00:00,card
385,249,57,3,5,web,cancelled,2024-11-04 23:00:00,card
386,473,70,4,15,web,cancelled,2024-05-20 05:00:00,online
387,211,96,1,5,mobile,cancelled,2024-05-15 17:00:00,card
388,89,12,5,0,web,completed,2024-10-06 10:00:00,card
389,4,36,3,10,store,refunded,2024-01-29 16:00:00,card
390,74,61,3,10,store,completed,2024-05-13 08:00:00,card
391,325,24,2,0,web,completed,2024-04-16 14:00:00,card
392,452,20,2,10,web,completed,2024-04-06 07:00:00,cash
393,139,79,2,0,web,completed,2024-11-12 00:00:00,online
394,196,28,4,0,store,refunded,2024-08-11 05:00:00,card
395,389,64,3,10,web,cancelled,2024-10-10 00:00:00,online
396,89,72,5,5,mobile,completed,2024-09-09 23:00:00,card
397,49,10,4,20,web,refunded,2024-08-06 08:00:00,card
398,240,92,5,0,web,refunded,2024-08-15 11:00:00,
399,101,25,2,5,web,completed,2024-08-12 01:00:00,cash
400,345,31,4,0,web,refunded,2024-02-09 09:00:00,card
401,393,27,3,0,web,refunded,2024-01-27 17:00:00,cash
402,177,30,4,5,web,completed,2024-06-25 12:00:00,card
403,418,22,1,20,mobile,refunded,2024-04-08 21:00:00,online
404,20,87,5,20,web,completed,2024-02-18 22:00:00,card
405,394,28,3,10,web,completed,2024-01-23 17:00:00,online
406,348,9,2,10,store,completed,2024-11-22 00:00:00,
407,481,26,1,10,web,cancelled,2024-05-30 01:00:00,cash
408,426,87,2,15,web,refunded,2024-01-29 23:00:00,cash
409,61,25,2,5,mobile,refunded,2024-06-04 15:00:00,card
410,108,12,4,10,web,cancelled,2024-01-25 01:00:00,online
411,489,93,4,0,web,refunded,2024-03-04 04:00:00,card
412,488,55,5,20,mobile,refunded,2024-10-30 05:00:00,online
413,175,87,2,10,mobile,cancelled,2024-06-25 05:00:00,cash
414,334,48,1,0,mobile,cancelled,2024-09-04 18:00:00,card
415,286,98,3,0,mobile,cancelled,2024-11-01 03:00:00,card
416,241,75,1,10,web,completed,2024-03-31 00:00:00,card
417,242,1,2,5,mobile,completed,2024-03-20 02:00:00,card
418,116,90,1,0,web,completed,2024-08-27 18:00:00,card
419,313,33,4,15,store,completed,2024-09-15 07:00:00,
420,310,27,5,0,mobile,completed,2024-01-23 13:00:00,card
421,299,53,2,0,web,completed,2024-09-27 07:00:00,card
422,433,20,5,0,,cancelled,2024-04-11 17:00:00,card
423,244,98,5,5,mobile,cancelled,2024-04-25 10:00:00,card
424,402,52,2,0,web,completed,2024-01-01 14:00:00,cash
425,213,98,1,0,mobile,completed,2024-01-11 03:00:00,cash
426,211,71,3,0,web,refunded,2024-03-05 21:00:00,cash
427,339,11,5,10,store,completed,2024-02-11 20:00:00,card
428,153,56,3,10,web,cancelled,2024-11-13 08:00:00,card
429,396,99,2,0,mobile,completed,2024-10-05 16:00:00,cash
430,203,33,2,0,web,completed,2024-06-19 05:00:00,card
431,488,33,5,0,web,refunded,2024-02-16 15:00:00,cash
432,392,11,2,10,web,cancelled,2024-10-13 21:00:00,cash
433,271,54,1,0,mobile,cancelled,2024-09-14 14:00:00,card
434,149,87,5,20,mobile,completed,2024-10-21 09:00:00,online
435,198,31,2,0,web,completed,2024-02-18 14:00:00,online
436,127,59,1,0,store,completed,2024-02-07 06:00:00,card
437,447,63,3,0,web,completed,2024-05-17 23:00:00,cash
438,125,89,3,5,mobile,completed,2024-04-18 02:00:00,online
439,471,34,5,5,mobile,completed,2024-01-08 12:00:00,cash
440,228,10,1,20,mobile,cancelled,2024-05-03 07:00:00,cash
441,91,98,1,0,web,completed,2024-04-23 01:00:00,online
442,229,52,5,5,web,completed,2024-02-29 23:00:00,online
443,404,80,4,10,mobile,completed,2024-03-11 10:00:00,card
