order_id,customer_id,product,category,amount,quantity,status,city,order_date,total_amount,month,quarter,year,day_of_week,revenue_tier
44,64,Ноутбук,Электроника,3662,3,completed,НСК,2024-01-15 08:00:00,10986,1,1,2024,Monday,Высокий
45,131,Часы,Электроника,1640,4,completed,НСК,2024-01-15 16:00:00,6560,1,1,2024,Monday,Высокий
46,51,Ноутбук,Электроника,14677,1,completed,СПб,2024-01-16 00:00:00,14677,1,1,2024,Tuesday,Высокий
48,21,Ноутбук,Аксессуары,10537,4,completed,Казань,2024-01-16 16:00:00,42148,1,1,2024,Tuesday,VIP
49,73,Телефон,Аксессуары,2208,2,completed,СПб,2024-01-17 00:00:00,4416,1,1,2024,Wednesday,Средний
50,167,Наушники,Аксессуары,4130,3,completed,СПб,2024-01-17 08:00:00,12390,1,1,2024,Wednesday,Высокий
51,18,Планшет,Электроника,3711,3,completed,Москва,2024-01-17 16:00:00,11133,1,1,2024,Wednesday,Высокий
52,132,Часы,Электроника,10985,3,completed,Екб,2024-01-18 00:00:00,32955,1,1,2024,Thursday,VIP
53,89,Наушники,Аксессуары,12424,2,completed,СПб,2024-01-18 08:00:00,24848,1,1,2024,Thursday,VIP
54,60,Планшет,Электроника,12521,3,completed,Екб,2024-01-18 16:00:00,37563,1,1,2024,Thursday,VIP
55,14,Планшет,Электроника,7038,3,completed,Екб,2024-01-19 00:00:00,21114,1,1,2024,Friday,VIP
56,9,Ноутбук,Электроника,10202,4,completed,НСК,2024-01-19 08:00:00,40808,1,1,2024,Friday,VIP
57,90,Телефон,Электроника,975,2,completed,Москва,2024-01-19 16:00:00,1950,1,1,2024,Friday,Средний
59,130,Наушники,Электроника,9668,4,completed,Москва,2024-01-20 08:00:00,38672,1,1,2024,Saturday,VIP
60,84,Телефон,Электроника,1707,4,completed,НСК,2024-01-20 16:00:00,6828,1,1,2024,Saturday,Высокий
61,92,Часы,Электроника,13831,1,completed,Москва,2024-01-21 00:00:00,13831,1,1,2024,Sunday,Высокий
63,188,Наушники,Аксессуары,1057,2,completed,Екб,2024-01-21 16:00:00,2114,1,1,2024,Sunday,Средний
64,199,Телефон,Аксессуары,13805,3,completed,Москва,2024-01-22 00:00:00,41415,1,1,2024,Monday,VIP
67,175,Наушники,Электроника,10886,1,completed,Екб,2024-01-23 00:00:00,10886,1,1,2024,Tuesday,Высокий
68,35,Ноутбук,Электроника,5261,4,completed,НСК,2024-01-23 08:00:00,21044,1,1,2024,Tuesday,VIP
72,104,Планшет,Электроника,13651,2,completed,СПб,2024-01-24 16:00:00,27302,1,1,2024,Wednesday,VIP
73,132,Ноутбук,Аксессуары,13369,1,completed,НСК,2024-01-25 00:00:00,13369,1,1,2024,Thursday,Высокий
74,2,Наушники,Электроника,7666,2,completed,НСК,2024-01-25 08:00:00,15332,1,1,2024,Thursday,Высокий
76,54,Часы,Электроника,8429,2,completed,СПб,2024-01-26 00:00:00,16858,1,1,2024,Friday,Высокий
77,106,Телефон,Электроника,5847,1,completed,НСК,2024-01-26 08:00:00,5847,1,1,2024,Friday,Высокий
79,54,Планшет,Электроника,10302,2,completed,НСК,2024-01-27 00:00:00,20604,1,1,2024,Saturday,VIP
81,146,Телефон,Электроника,8625,1,completed,Казань,2024-01-27 16:00:00,8625,1,1,2024,Saturday,Высокий
82,44,Часы,Аксессуары,14027,2,completed,Москва,2024-01-28 00:00:00,28054,1,1,2024,Sunday,VIP
83,162,Планшет,Электроника,2954,2,completed,НСК,2024-01-28 08:00:00,5908,1,1,2024,Sunday,Высокий
85,14,Ноутбук,Аксессуары,2446,1,completed,Казань,2024-01-29 00:00:00,2446,1,1,2024,Monday,Средний
86,95,Часы,Аксессуары,13502,1,completed,НСК,2024-01-29 08:00:00,13502,1,1,2024,Monday,Высокий
88,15,Планшет,Электроника,3308,1,completed,СПб,2024-01-30 00:00:00,3308,1,1,2024,Tuesday,Средний
89,200,Ноутбук,Электроника,7142,4,completed,НСК,2024-01-30 08:00:00,28568,1,1,2024,Tuesday,VIP
90,190,Наушники,Электроника,4325,3,completed,Екб,2024-01-30 16:00:00,12975,1,1,2024,Tuesday,Высокий
91,40,Часы,Аксессуары,4036,3,completed,НСК,2024-01-31 00:00:00,12108,1,1,2024,Wednesday,Высокий
92,82,Планшет,Электроника,14502,3,completed,Екб,2024-01-31 08:00:00,43506,1,1,2024,Wednesday,VIP
93,111,Наушники,Электроника,6568,2,completed,НСК,2024-01-31 16:00:00,13136,1,1,2024,Wednesday,Высокий
94,53,Наушники,Аксессуары,4302,2,completed,СПб,2024-02-01 00:00:00,8604,2,1,2024,Thursday,Высокий
95,24,Наушники,Электроника,12869,1,completed,Екб,2024-02-01 08:00:00,12869,2,1,2024,Thursday,Высокий
96,154,Планшет,Электроника,5199,3,completed,Москва,2024-02-01 16:00:00,15597,2,1,2024,Thursday,Высокий
97,188,Планшет,Электроника,2470,4,completed,Екб,2024-02-02 00:00:00,9880,2,1,2024,Friday,Высокий
98,124,Телефон,Аксессуары,6306,2,completed,СПб,2024-02-02 08:00:00,12612,2,1,2024,Friday,Высокий
99,41,Часы,Электроника,6642,4,completed,Екб,2024-02-02 16:00:00,26568,2,1,2024,Friday,VIP
100,157,Ноутбук,Аксессуары,12514,4,completed,НСК,2024-02-03 00:00:00,50056,2,1,2024,Saturday,VIP
101,15,Наушники,Электроника,3319,2,completed,НСК,2024-02-03 08:00:00,6638,2,1,2024,Saturday,Высокий
102,45,Телефон,Электроника,9594,2,completed,СПб,2024-02-03 16:00:00,19188,2,1,2024,Saturday,Высокий
104,89,Телефон,Аксессуары,4758,2,completed,НСК,2024-02-04 08:00:00,9516,2,1,2024,Sunday,Высокий
107,88,Ноутбук,Аксессуары,2363,3,completed,Екб,2024-02-05 08:00:00,7089,2,1,2024,Monday,Высокий
108,129,Ноутбук,Электроника,615,3,completed,Екб,2024-02-05 16:00:00,1845,2,1,2024,Monday,Средний
109,136,Ноутбук,Электроника,7584,1,completed,Москва,2024-02-06 00:00:00,7584,2,1,2024,Tuesday,Высокий
111,139,Ноутбук,Электроника,2884,2,completed,СПб,2024-02-06 16:00:00,5768,2,1,2024,Tuesday,Высокий
112,81,Телефон,Аксессуары,13668,4,completed,Москва,2024-02-07 00:00:00,54672,2,1,2024,Wednesday,VIP
113,136,Наушники,Аксессуары,4435,3,completed,НСК,2024-02-07 08:00:00,13305,2,1,2024,Wednesday,Высокий
116,33,Планшет,Аксессуары,8242,4,completed,СПб,2024-02-08 08:00:00,32968,2,1,2024,Thursday,VIP
117,123,Планшет,Электроника,5942,4,completed,Казань,2024-02-08 16:00:00,23768,2,1,2024,Thursday,VIP
118,5,Телефон,Аксессуары,2990,3,completed,СПб,2024-02-09 00:00:00,8970,2,1,2024,Friday,Высокий
119,41,Часы,Электроника,7480,4,completed,Казань,2024-02-09 08:00:00,29920,2,1,2024,Friday,VIP
121,135,Ноутбук,Электроника,9634,3,completed,Казань,2024-02-10 00:00:00,28902,2,1,2024,Saturday,VIP
122,72,Часы,Аксессуары,8161,2,completed,Екб,2024-02-10 08:00:00,16322,2,1,2024,Saturday,Высокий
123,12,Планшет,Электроника,2224,2,completed,НСК,2024-02-10 16:00:00,4448,2,1,2024,Saturday,Средний
126,48,Ноутбук,Аксессуары,3267,2,completed,Екб,2024-02-11 16:00:00,6534,2,1,2024,Sunday,Высокий
128,62,Наушники,Электроника,11219,2,completed,Москва,2024-02-12 08:00:00,22438,2,1,2024,Monday,VIP
129,37,Наушники,Электроника,4617,3,completed,Екб,2024-02-12 16:00:00,13851,2,1,2024,Monday,Высокий
130,99,Планшет,Электроника,3920,3,completed,Москва,2024-02-13 00:00:00,11760,2,1,2024,Tuesday,Высокий
131,172,Ноутбук,Аксессуары,6345,2,completed,Екб,2024-02-13 08:00:00,12690,2,1,2024,Tuesday,Высокий
132,104,Часы,Аксессуары,5278,1,completed,Казань,2024-02-13 16:00:00,5278,2,1,2024,Tuesday,Высокий
134,193,Телефон,Электроника,4137,4,completed,Казань,2024-02-14 08:00:00,16548,2,1,2024,Wednesday,Высокий
135,101,Наушники,Электроника,3453,4,completed,Екб,2024-02-14 16:00:00,13812,2,1,2024,Wednesday,Высокий
136,175,Планшет,Электроника,6429,2,completed,Казань,2024-02-15 00:00:00,12858,2,1,2024,Thursday,Высокий
137,131,Телефон,Электроника,11059,1,completed,Москва,2024-02-15 08:00:00,11059,2,1,2024,Thursday,Высокий
139,5,Наушники,Электроника,776,4,completed,Казань,2024-02-16 00:00:00,3104,2,1,2024,Friday,Средний
140,142,Часы,Аксессуары,2499,3,completed,СПб,2024-02-16 08:00:00,7497,2,1,2024,Friday,Высокий
142,27,Часы,Электроника,6837,2,completed,Екб,2024-02-17 00:00:00,13674,2,1,2024,Saturday,Высокий
143,137,Наушники,Аксессуары,12444,1,completed,Казань,2024-02-17 08:00:00,12444,2,1,2024,Saturday,Высокий
144,15,Наушники,Аксессуары,4235,4,completed,СПб,2024-02-17 16:00:00,16940,2,1,2024,Saturday,Высокий
145,90,Наушники,Аксессуары,1195,1,completed,Москва,2024-02-18 00:00:00,1195,2,1,2024,Sunday,Средний
148,179,Наушники,Аксессуары,8401,1,completed,Казань,2024-02-19 00:00:00,8401,2,1,2024,Monday,Высокий
150,96,Планшет,Электроника,11926,1,completed,СПб,2024-02-19 16:00:00,11926,2,1,2024,Monday,Высокий
151,52,Планшет,Электроника,12806,3,completed,Екб,2024-02-20 00:00:00,38418,2,1,2024,Tuesday,VIP
152,96,Планшет,Электроника,8037,3,completed,Москва,2024-02-20 08:00:00,24111,2,1,2024,Tuesday,VIP
153,132,Часы,Аксессуары,11003,2,completed,СПб,2024-02-20 16:00:00,22006,2,1,2024,Tuesday,VIP
154,151,Часы,Электроника,3341,3,completed,НСК,2024-02-21 00:00:00,10023,2,1,2024,Wednesday,Высокий
155,143,Телефон,Электроника,4708,4,completed,Москва,2024-02-21 08:00:00,18832,2,1,2024,Wednesday,Высокий
157,29,Планшет,Электроника,12090,3,completed,Казань,2024-02-22 00:00:00,36270,2,1,2024,Thursday,VIP
158,36,Наушники,Электроника,9233,4,completed,СПб,2024-02-22 08:00:00,36932,2,1,2024,Thursday,VIP
159,13,Часы,Электроника,11386,2,completed,Казань,2024-02-22 16:00:00,22772,2,1,2024,Thursday,VIP
160,160,Планшет,Электроника,13366,4,completed,СПб,2024-02-23 00:00:00,53464,2,1,2024,Friday,VIP
161,71,Телефон,Аксессуары,1588,2,completed,Екб,2024-02-23 08:00:00,3176,2,1,2024,Friday,Средний
162,187,Телефон,Электроника,3863,2,completed,Казань,2024-02-23 16:00:00,7726,2,1,2024,Friday,Высокий
164,28,Часы,Аксессуары,10264,1,completed,НСК,2024-02-24 08:00:00,10264,2,1,2024,Saturday,Высокий
165,66,Телефон,Аксессуары,6644,4,completed,Казань,2024-02-24 16:00:00,26576,2,1,2024,Saturday,VIP
166,170,Наушники,Электроника,11650,1,completed,СПб,2024-02-25 00:00:00,11650,2,1,2024,Sunday,Высокий
167,45,Телефон,Электроника,6168,1,completed,НСК,2024-02-25 08:00:00,6168,2,1,2024,Sunday,Высокий
168,62,Ноутбук,Электроника,4736,1,completed,Казань,2024-02-25 16:00:00,4736,2,1,2024,Sunday,Средний
170,134,Часы,Аксессуары,13435,3,completed,Екб,2024-02-26 08:00:00,40305,2,1,2024,Monday,VIP
171,28,Планшет,Аксессуары,8568,1,completed,Казань,2024-02-26 16:00:00,8568,2,1,2024,Monday,Высокий
172,28,Часы,Электроника,2735,1,completed,Москва,2024-02-27 00:00:00,2735,2,1,2024,Tuesday,Средний
173,108,Часы,Аксессуары,7795,4,completed,НСК,2024-02-27 08:00:00,31180,2,1,2024,Tuesday,VIP
174,44,Часы,Электроника,8892,3,completed,Москва,2024-02-27 16:00:00,26676,2,1,2024,Tuesday,VIP
176,30,Наушники,Электроника,8948,2,completed,Екб,2024-02-28 08:00:00,17896,2,1,2024,Wednesday,Высокий
178,75,Телефон,Электроника,13334,1,completed,Казань,2024-02-29 00:00:00,13334,2,1,2024,Thursday,Высокий
180,92,Часы,Электроника,3675,2,completed,НСК,2024-02-29 16:00:00,7350,2,1,2024,Thursday,Высокий
181,190,Телефон,Электроника,12298,2,completed,Казань,2024-03-01 00:00:00,24596,3,1,2024,Friday,VIP
182,129,Ноутбук,Электроника,12028,4,completed,Москва,2024-03-01 08:00:00,48112,3,1,2024,Friday,VIP
184,27,Наушники,Аксессуары,5537,2,completed,Екб,2024-03-02 00:00:00,11074,3,1,2024,Saturday,Высокий
185,190,Ноутбук,Электроника,7927,4,completed,Москва,2024-03-02 08:00:00,31708,3,1,2024,Saturday,VIP
186,121,Планшет,Аксессуары,9105,2,completed,Казань,2024-03-02 16:00:00,18210,3,1,2024,Saturday,Высокий
188,3,Наушники,Аксессуары,1881,2,completed,СПб,2024-03-03 08:00:00,3762,3,1,2024,Sunday,Средний
190,198,Телефон,Электроника,3926,3,completed,Москва,2024-03-04 00:00:00,11778,3,1,2024,Monday,Высокий
191,200,Часы,Электроника,4155,2,completed,СПб,2024-03-04 08:00:00,8310,3,1,2024,Monday,Высокий
192,155,Ноутбук,Аксессуары,8438,2,completed,Екб,2024-03-04 16:00:00,16876,3,1,2024,Monday,Высокий
194,62,Планшет,Электроника,687,4,completed,Москва,2024-03-05 08:00:00,2748,3,1,2024,Tuesday,Средний
196,51,Ноутбук,Электроника,12448,1,completed,Москва,2024-03-06 00:00:00,12448,3,1,2024,Wednesday,Высокий
197,172,Наушники,Аксессуары,10707,3,completed,Казань,2024-03-06 08:00:00,32121,3,1,2024,Wednesday,VIP
198,152,Ноутбук,Электроника,5909,1,completed,НСК,2024-03-06 16:00:00,5909,3,1,2024,Wednesday,Высокий
199,59,Телефон,Аксессуары,2592,4,completed,Казань,2024-03-07 00:00:00,10368,3,1,2024,Thursday,Высокий
204,113,Ноутбук,Электроника,6147,3,completed,НСК,2024-03-08 16:00:00,18441,3,1,2024,Friday,Высокий
205,62,Планшет,Электроника,5685,1,completed,Москва,2024-03-09 00:00:00,5685,3,1,2024,Saturday,Высокий
207,52,Ноутбук,Электроника,11114,2,completed,Екб,2024-03-09 16:00:00,22228,3,1,2024,Saturday,VIP
210,130,Телефон,Электроника,8047,4,completed,СПб,2024-03-10 16:00:00,32188,3,1,2024,Sunday,VIP
212,113,Планшет,Электроника,7855,3,completed,СПб,2024-03-11 08:00:00,23565,3,1,2024,Monday,VIP
213,101,Телефон,Электроника,6965,1,completed,Екб,2024-03-11 16:00:00,6965,3,1,2024,Monday,Высокий
214,113,Планшет,Аксессуары,13237,1,completed,Казань,2024-03-12 00:00:00,13237,3,1,2024,Tuesday,Высокий
215,184,Ноутбук,Электроника,1997,2,completed,НСК,2024-03-12 08:00:00,3994,3,1,2024,Tuesday,Средний
216,81,Планшет,Аксессуары,13824,2,completed,Москва,2024-03-12 16:00:00,27648,3,1,2024,Tuesday,VIP
217,187,Планшет,Электроника,10850,4,completed,СПб,2024-03-13 00:00:00,43400,3,1,2024,Wednesday,VIP
220,130,Планшет,Электроника,5909,3,completed,Москва,2024-03-14 00:00:00,17727,3,1,2024,Thursday,Высокий
221,54,Ноутбук,Аксессуары,11034,1,completed,НСК,2024-03-14 08:00:00,11034,3,1,2024,Thursday,Высокий
223,129,Наушники,Аксессуары,1738,3,completed,СПб,2024-03-15 00:00:00,5214,3,1,2024,Friday,Высокий
224,147,Ноутбук,Электроника,9665,3,completed,Екб,2024-03-15 08:00:00,28995,3,1,2024,Friday,VIP
225,126,Ноутбук,Аксессуары,5227,4,completed,Москва,2024-03-15 16:00:00,20908,3,1,2024,Friday,VIP
226,130,Наушники,Аксессуары,4465,4,completed,НСК,2024-03-16 00:00:00,17860,3,1,2024,Saturday,Высокий
227,53,Планшет,Аксессуары,6186,3,completed,СПб,2024-03-16 08:00:00,18558,3,1,2024,Saturday,Высокий
229,160,Часы,Электроника,4201,3,completed,НСК,2024-03-17 00:00:00,12603,3,1,2024,Sunday,Высокий
230,198,Телефон,Электроника,3280,1,completed,НСК,2024-03-17 08:00:00,3280,3,1,2024,Sunday,Средний
231,160,Наушники,Электроника,7898,1,completed,Москва,2024-03-17 16:00:00,7898,3,1,2024,Sunday,Высокий
232,68,Ноутбук,Электроника,2088,2,completed,Казань,2024-03-18 00:00:00,4176,3,1,2024,Monday,Средний
233,183,Ноутбук,Аксессуары,12570,1,completed,СПб,2024-03-18 08:00:00,12570,3,1,2024,Monday,Высокий
236,145,Ноутбук,Аксессуары,936,2,completed,Москва,2024-03-19 08:00:00,1872,3,1,2024,Tuesday,Средний
240,116,Ноутбук,Аксессуары,13864,2,completed,НСК,2024-03-20 16:00:00,27728,3,1,2024,Wednesday,VIP
241,98,Ноутбук,Электроника,12550,3,completed,НСК,2024-03-21 00:00:00,37650,3,1,2024,Thursday,VIP
242,198,Наушники,Аксессуары,7980,2,completed,Казань,2024-03-21 08:00:00,15960,3,1,2024,Thursday,Высокий
243,139,Планшет,Аксессуары,9996,2,completed,НСК,2024-03-21 16:00:00,19992,3,1,2024,Thursday,Высокий
244,144,Планшет,Электроника,14866,1,completed,СПб,2024-03-22 00:00:00,14866,3,1,2024,Friday,Высокий
245,97,Планшет,Электроника,11076,3,completed,СПб,2024-03-22 08:00:00,33228,3,1,2024,Friday,VIP
249,93,Наушники,Электроника,6065,4,completed,СПб,2024-03-23 16:00:00,24260,3,1,2024,Saturday,VIP
250,3,Планшет,Электроника,7741,3,completed,СПб,2024-03-24 00:00:00,23223,3,1,2024,Sunday,VIP
251,148,Телефон,Электроника,8151,2,completed,Екб,2024-03-24 08:00:00,16302,3,1,2024,Sunday,Высокий
252,187,Ноутбук,Аксессуары,6075,2,completed,НСК,2024-03-24 16:00:00,12150,3,1,2024,Sunday,Высокий
253,164,Планшет,Электроника,2089,2,completed,СПб,2024-03-25 00:00:00,4178,3,1,2024,Monday,Средний
254,147,Телефон,Аксессуары,10279,3,completed,Москва,2024-03-25 08:00:00,30837,3,1,2024,Monday,VIP
255,90,Телефон,Электроника,9351,3,completed,Москва,2024-03-25 16:00:00,28053,3,1,2024,Monday,VIP
257,147,Ноутбук,Электроника,12645,3,completed,НСК,2024-03-26 08:00:00,37935,3,1,2024,Tuesday,VIP
259,96,Планшет,Электроника,9703,1,completed,Казань,2024-03-27 00:00:00,9703,3,1,2024,Wednesday,Высокий
260,199,Часы,Аксессуары,8744,4,completed,Москва,2024-03-27 08:00:00,34976,3,1,2024,Wednesday,VIP
261,52,Ноутбук,Электроника,13833,2,completed,НСК,2024-03-27 16:00:00,27666,3,1,2024,Wednesday,VIP
262,161,Наушники,Аксессуары,13841,3,completed,Москва,2024-03-28 00:00:00,41523,3,1,2024,Thursday,VIP
263,168,Планшет,Аксессуары,7346,2,completed,НСК,2024-03-28 08:00:00,14692,3,1,2024,Thursday,Высокий
264,128,Телефон,Электроника,2807,2,completed,СПб,2024-03-28 16:00:00,5614,3,1,2024,Thursday,Высокий
265,39,Телефон,Электроника,1728,1,completed,Москва,2024-03-29 00:00:00,1728,3,1,2024,Friday,Средний
266,82,Планшет,Аксессуары,7726,3,completed,СПб,2024-03-29 08:00:00,23178,3,1,2024,Friday,VIP
267,104,Телефон,Электроника,6090,4,completed,Москва,2024-03-29 16:00:00,24360,3,1,2024,Friday,VIP
269,11,Ноутбук,Аксессуары,6085,2,completed,Екб,2024-03-30 08:00:00,12170,3,1,2024,Saturday,Высокий
271,178,Телефон,Аксессуары,12394,3,completed,НСК,2024-03-31 00:00:00,37182,3,1,2024,Sunday,VIP
274,42,Ноутбук,Электроника,5445,1,completed,СПб,2024-04-01 00:00:00,5445,4,2,2024,Monday,Высокий
275,99,Планшет,Электроника,8427,1,completed,Москва,2024-04-01 08:00:00,8427,4,2,2024,Monday,Высокий
277,144,Наушники,Электроника,13886,2,completed,Москва,2024-04-02 00:00:00,27772,4,2,2024,Tuesday,VIP
278,90,Ноутбук,Аксессуары,7516,3,completed,Екб,2024-04-02 08:00:00,22548,4,2,2024,Tuesday,VIP
279,112,Наушники,Электроника,14527,1,completed,Екб,2024-04-02 16:00:00,14527,4,2,2024,Tuesday,Высокий
282,2,Ноутбук,Аксессуары,5586,4,completed,Казань,2024-04-03 16:00:00,22344,4,2,2024,Wednesday,VIP
283,129,Часы,Аксессуары,9956,4,completed,Казань,2024-04-04 00:00:00,39824,4,2,2024,Thursday,VIP
284,48,Телефон,Электроника,7661,1,completed,Казань,2024-04-04 08:00:00,7661,4,2,2024,Thursday,Высокий
285,140,Планшет,Аксессуары,2384,2,completed,Москва,2024-04-04 16:00:00,4768,4,2,2024,Thursday,Средний
287,37,Часы,Электроника,3667,1,completed,СПб,2024-04-05 08:00:00,3667,4,2,2024,Friday,Средний
288,160,Часы,Электроника,12489,2,completed,Москва,2024-04-05 16:00:00,24978,4,2,2024,Friday,VIP
289,9,Наушники,Аксессуары,11033,4,completed,Екб,2024-04-06 00:00:00,44132,4,2,2024,Saturday,VIP
291,147,Телефон,Электроника,12106,1,completed,СПб,2024-04-06 16:00:00,12106,4,2,2024,Saturday,Высокий
292,48,Телефон,Электроника,13899,2,completed,СПб,2024-04-07 00:00:00,27798,4,2,2024,Sunday,VIP
293,131,Ноутбук,Электроника,9509,1,completed,СПб,2024-04-07 08:00:00,9509,4,2,2024,Sunday,Высокий
294,148,Наушники,Аксессуары,14587,2,completed,Москва,2024-04-07 16:00:00,29174,4,2,2024,Sunday,VIP
295,152,Планшет,Аксессуары,6556,3,completed,НСК,2024-04-08 00:00:00,19668,4,2,2024,Monday,Высокий
296,54,Наушники,Аксессуары,2937,3,completed,СПб,2024-04-08 08:00:00,8811,4,2,2024,Monday,Высокий
297,120,Планшет,Электроника,6968,4,completed,НСК,2024-04-08 16:00:00,27872,4,2,2024,Monday,VIP
301,75,Телефон,Электроника,9359,4,completed,НСК,2024-04-10 00:00:00,37436,4,2,2024,Wednesday,VIP
303,200,Ноутбук,Электроника,5228,4,completed,Москва,2024-04-10 16:00:00,20912,4,2,2024,Wednesday,VIP
304,164,Наушники,Электроника,3124,3,completed,СПб,2024-04-11 00:00:00,9372,4,2,2024,Thursday,Высокий
305,166,Часы,Электроника,6238,1,completed,Казань,2024-04-11 08:00:00,6238,4,2,2024,Thursday,Высокий
306,104,Планшет,Электроника,4732,3,completed,СПб,2024-04-11 16:00:00,14196,4,2,2024,Thursday,Высокий
307,84,Телефон,Электроника,14734,4,completed,СПб,2024-04-12 00:00:00,58936,4,2,2024,Friday,VIP
308,112,Телефон,Аксессуары,6293,2,completed,СПб,2024-04-12 08:00:00,12586,4,2,2024,Friday,Высокий
309,99,Планшет,Аксессуары,5023,2,completed,Екб,2024-04-12 16:00:00,10046,4,2,2024,Friday,Высокий
310,153,Часы,Аксессуары,6071,3,completed,Казань,2024-04-13 00:00:00,18213,4,2,2024,Saturday,Высокий
311,93,Часы,Электроника,9510,2,completed,СПб,2024-04-13 08:00:00,19020,4,2,2024,Saturday,Высокий
312,146,Наушники,Электроника,10880,4,completed,СПб,2024-04-13 16:00:00,43520,4,2,2024,Saturday,VIP
313,128,Наушники,Электроника,9798,3,completed,СПб,2024-04-14 00:00:00,29394,4,2,2024,Sunday,VIP
316,194,Наушники,Электроника,11363,1,completed,Москва,2024-04-15 00:00:00,11363,4,2,2024,Monday,Высокий
317,54,Часы,Электроника,6591,4,completed,Екб,2024-04-15 08:00:00,26364,4,2,2024,Monday,VIP
318,163,Планшет,Электроника,12184,2,completed,СПб,2024-04-15 16:00:00,24368,4,2,2024,Monday,VIP
320,169,Телефон,Аксессуары,9162,3,completed,НСК,2024-04-16 08:00:00,27486,4,2,2024,Tuesday,VIP
321,161,Часы,Электроника,6861,1,completed,НСК,2024-04-16 16:00:00,6861,4,2,2024,Tuesday,Высокий
322,68,Ноутбук,Электроника,2448,3,completed,СПб,2024-04-17 00:00:00,7344,4,2,2024,Wednesday,Высокий
323,33,Телефон,Электроника,13716,2,completed,Москва,2024-04-17 08:00:00,27432,4,2,2024,Wednesday,VIP
324,142,Планшет,Электроника,12591,4,completed,Казань,2024-04-17 16:00:00,50364,4,2,2024,Wednesday,VIP
