order_id,user_id,amount,status,city,order_date
40,190,3683.87,pending,YEKATERINBURG,2024-06-21
41,51,2653.9,completed,YEKATERINBURG,2024-02-22
42,108,3539.08,completed,SPB,2024-02-17
43,55,3841.22,completed,MOSCOW,2024-07-13
44,64,445.58,completed,NOVOSIBIRSK,2024-02-19
45,131,2535.46,completed,SPB,2024-07-02
46,51,4660.75,completed,KAZAN,2024-06-25
47,135,1610.0,pending,MOSCOW,2024-11-05
48,21,2973.48,completed,KAZAN,2024-05-15
49,73,1852.46,completed,MOSCOW,2024-01-23
50,167,2276.8,cancelled,NOVOSIBIRSK,2024-08-23
51,18,2747.53,pending,NOVOSIBIRSK,2024-10-01
52,132,2749.12,completed,YEKATERINBURG,2024-03-04
53,89,1016.64,pending,KAZAN,2024-07-12
54,60,3426.01,completed,MOSCOW,2024-02-10
55,14,448.46,completed,NOVOSIBIRSK,2024-10-09
56,9,702.74,completed,SPB,2024-05-30
57,90,23.53,completed,NOVOSIBIRSK,2024-11-17
58,53,592.31,completed,SPB,2024-11-12
59,130,2371.1,completed,MOSCOW,2024-07-04
60,84,3034.45,completed,NOVOSIBIRSK,2024-10-22
61,92,3973.5,completed,NOVOSIBIRSK,2024-04-08
62,111,542.43,completed,MOSCOW,2024-12-26
63,188,4255.13,pending,NOVOSIBIRSK,2024-02-05
64,199,3732.41,completed,SPB,2024-01-24
65,172,2048.51,completed,NOVOSIBIRSK,2024-12-04
66,8,4665.36,completed,KAZAN,2024-04-26
67,175,4954.74,completed,YEKATERINBURG,2024-05-28
68,35,1032.96,completed,SPB,2024-02-10
69,81,1902.35,pending,KAZAN,2024-04-29
70,164,4632.98,completed,MOSCOW,2024-02-21
71,50,3610.77,completed,SPB,2024-07-13
72,104,249.99,completed,YEKATERINBURG,2024-05-22
73,132,3909.76,completed,YEKATERINBURG,2024-08-20
74,2,4141.43,completed,MOSCOW,2024-11-21
75,134,3755.0,completed,MOSCOW,2024-07-05
76,54,3999.69,completed,SPB,2024-03-24
77,106,4127.41,completed,NOVOSIBIRSK,2024-07-08
78,4,940.16,completed,MOSCOW,2024-06-30
79,54,1186.1,completed,NOVOSIBIRSK,2024-04-17
80,191,3172.46,pending,KAZAN,2024-12-09
81,146,4540.25,pending,YEKATERINBURG,2024-05-16
82,44,1587.82,pending,NOVOSIBIRSK,2024-12-25
83,162,2945.65,completed,YEKATERINBURG,2024-12-15
84,190,3418.08,completed,NOVOSIBIRSK,2024-11-27
85,14,2265.22,completed,KAZAN,2024-02-06
86,95,3571.77,completed,MOSCOW,2024-11-07
87,48,4499.34,completed,KAZAN,2024-11-21
88,15,3124.27,completed,MOSCOW,2024-03-28
89,200,2703.51,completed,MOSCOW,2024-09-30
90,190,2199.34,cancelled,YEKATERINBURG,2024-05-05
91,40,2891.66,completed,KAZAN,2024-03-24
92,82,1783.26,completed,NOVOSIBIRSK,2024-08-24
93,111,1963.5,completed,KAZAN,2024-07-13
94,53,2663.97,pending,YEKATERINBURG,2024-05-18
95,24,342.43,completed,MOSCOW,2024-11-23
96,154,1152.84,completed,YEKATERINBURG,2024-12-18
97,188,2718.82,completed,SPB,2024-10-12
98,124,2163.33,completed,SPB,2024-04-22
99,41,1670.75,completed,NOVOSIBIRSK,2024-12-16
100,157,3655.44,pending,YEKATERINBURG,2024-06-15
101,15,3471.65,completed,NOVOSIBIRSK,2024-01-29
102,45,841.99,completed,NOVOSIBIRSK,2024-04-27
103,65,4394.36,completed,SPB,2024-01-17
104,89,2482.16,completed,NOVOSIBIRSK,2024-06-10
105,71,3709.89,completed,SPB,2024-07-24
106,9,2870.02,completed,MOSCOW,2024-05-17
107,88,4988.49,completed,YEKATERINBURG,2024-02-03
108,129,3764.49,completed,NOVOSIBIRSK,2024-04-18
109,136,3537.83,completed,SPB,2024-10-17
110,63,3895.07,completed,KAZAN,2024-06-10
111,139,724.21,completed,NOVOSIBIRSK,2024-04-18
112,81,1030.68,pending,MOSCOW,2024-12-01
113,136,3573.18,completed,MOSCOW,2024-09-12
114,163,2474.97,completed,KAZAN,2024-07-21
115,163,3775.63,pending,SPB,2024-11-25
116,33,523.55,completed,NOVOSIBIRSK,2024-08-22
117,123,2687.04,pending,SPB,2024-03-14
118,5,1900.32,completed,MOSCOW,2024-05-15
119,41,2290.43,cancelled,SPB,2024-03-12
120,28,3023.75,completed,MOSCOW,2024-05-06
121,135,2516.42,completed,SPB,2024-10-14
122,72,2703.9,completed,KAZAN,2024-10-02
123,12,2436.92,cancelled,YEKATERINBURG,2024-05-14
124,162,2050.69,pending,KAZAN,2024-10-26
125,33,3861.69,completed,KAZAN,2024-08-07
126,48,70.89,completed,YEKATERINBURG,2024-10-25
127,151,2996.23,cancelled,YEKATERINBURG,2024-07-23
128,62,2831.89,completed,NOVOSIBIRSK,2024-07-04
129,37,3583.73,pending,NOVOSIBIRSK,2024-04-22
130,99,2999.16,pending,KAZAN,2024-03-11
131,172,4135.73,completed,KAZAN,2024-09-17
132,104,4795.78,completed,MOSCOW,2024-09-09
133,35,1719.2,completed,MOSCOW,2024-02-16
134,193,1144.48,completed,NOVOSIBIRSK,2024-01-25
135,101,2123.75,pending,NOVOSIBIRSK,2024-02-26
136,175,1446.77,completed,MOSCOW,2024-03-19
137,131,3078.6,pending,MOSCOW,2024-11-17
138,1,4560.14,completed,SPB,2024-03-22
139,5,704.19,cancelled,SPB,2024-12-14
140,142,512.97,completed,MOSCOW,2024-08-04
141,103,1287.52,completed,SPB,2024-11-01
142,27,3633.22,completed,YEKATERINBURG,2024-02-02
143,137,2968.88,pending,NOVOSIBIRSK,2024-07-16
144,15,520.04,completed,NOVOSIBIRSK,2024-07-14
145,90,4594.57,pending,MOSCOW,2024-11-01
146,42,3952.52,completed,KAZAN,2024-08-27
147,124,124.88,completed,MOSCOW,2024-09-27
148,179,3260.32,completed,SPB,2024-05-08
149,63,3858.52,completed,KAZAN,2024-10-10
150,96,1878.43,completed,SPB,2024-01-06
151,52,353.92,cancelled,YEKATERINBURG,2024-12-14
152,96,395.83,cancelled,SPB,2024-02-28
153,132,530.19,cancelled,YEKATERINBURG,2024-12-15
154,151,4203.79,pending,YEKATERINBURG,2024-10-01
155,143,4554.32,completed,SPB,2024-05-16
156,171,622.83,completed,SPB,2024-11-24
157,29,1187.17,completed,YEKATERINBURG,2024-06-23
158,36,835.95,pending,KAZAN,2024-02-27
159,13,939.74,completed,YEKATERINBURG,2024-05-30
160,160,4189.08,completed,NOVOSIBIRSK,2024-08-10
161,71,1667.41,completed,YEKATERINBURG,2024-03-21
162,187,1564.11,completed,KAZAN,2024-08-20
163,86,1144.7,pending,NOVOSIBIRSK,2024-01-02
164,28,3043.39,pending,MOSCOW,2024-05-14
165,66,1902.74,completed,MOSCOW,2024-09-13
166,170,3723.81,cancelled,KAZAN,2024-04-01
167,45,1035.84,completed,YEKATERINBURG,2024-09-16
168,62,3941.07,completed,SPB,2024-02-24
169,185,3022.57,completed,KAZAN,2024-11-16
170,134,580.19,completed,NOVOSIBIRSK,2024-06-01
171,28,2078.38,completed,NOVOSIBIRSK,2024-11-23
172,28,4318.96,cancelled,MOSCOW,2024-09-16
173,108,4615.57,completed,NOVOSIBIRSK,2024-11-07
174,44,2333.84,pending,KAZAN,2024-04-11
175,84,2409.38,completed,NOVOSIBIRSK,2024-03-19
176,30,4593.09,completed,KAZAN,2024-07-10
177,190,2939.47,completed,SPB,2024-03-23
178,75,173.9,completed,MOSCOW,2024-10-03
179,128,4564.62,completed,NOVOSIBIRSK,2024-09-28
180,92,1248.65,cancelled,KAZAN,2024-01-01
181,190,2892.38,completed,YEKATERINBURG,2024-11-02
182,129,835.91,completed,MOSCOW,2024-06-14
183,121,179.06,completed,SPB,2024-09-07
184,27,1564.25,completed,KAZAN,2024-01-10
185,190,3904.67,completed,SPB,2024-02-27
186,121,1395.16,completed,SPB,2024-07-04
187,116,1108.29,completed,NOVOSIBIRSK,2024-06-06
188,3,1071.28,completed,NOVOSIBIRSK,2024-05-02
189,103,2580.72,completed,KAZAN,2024-01-30
190,198,4877.95,completed,YEKATERINBURG,2024-05-03
191,200,2300.36,completed,KAZAN,2024-10-17
192,155,2790.95,completed,YEKATERINBURG,2024-02-10
193,137,4304.55,cancelled,SPB,2024-02-13
194,62,2680.0,completed,MOSCOW,2024-09-05
195,165,930.47,completed,KAZAN,2024-02-05
196,51,1504.98,completed,KAZAN,2024-09-29
197,172,1556.59,cancelled,YEKATERINBURG,2024-03-05
198,152,1992.62,completed,SPB,2024-03-06
199,59,2139.68,completed,SPB,2024-12-03
200,118,4000.91,pending,YEKATERINBURG,2024-08-31
201,160,1753.44,completed,SPB,2024-10-08
202,96,2346.48,completed,NOVOSIBIRSK,2024-03-25
203,180,3128.63,completed,MOSCOW,2024-05-15
204,113,1894.85,completed,KAZAN,2024-09-27
205,62,4184.46,cancelled,MOSCOW,2024-11-06
206,186,2941.39,pending,KAZAN,2024-08-04
207,52,1477.28,completed,NOVOSIBIRSK,2024-04-18
208,12,3573.16,completed,SPB,2024-10-03
209,39,2642.96,completed,YEKATERINBURG,2024-12-19
210,130,2676.93,completed,NOVOSIBIRSK,2024-04-12
211,131,2410.63,pending,MOSCOW,2024-06-08
212,113,2490.09,completed,YEKATERINBURG,2024-07-23
213,101,3829.13,completed,SPB,2024-12-09
214,113,523.88,pending,NOVOSIBIRSK,2024-11-28
215,184,1678.47,completed,YEKATERINBURG,2024-07-10
216,81,386.76,completed,NOVOSIBIRSK,2024-08-12
217,187,3768.7,completed,NOVOSIBIRSK,2024-09-21
218,113,1368.79,cancelled,SPB,2024-08-19
219,2,4488.18,completed,KAZAN,2024-03-02
220,130,2637.63,completed,YEKATERINBURG,2024-05-06
221,54,4005.74,completed,SPB,2024-04-25
222,87,4894.87,completed,NOVOSIBIRSK,2024-02-02
223,129,4200.55,pending,SPB,2024-06-22
224,147,4336.3,pending,KAZAN,2024-01-11
225,126,2045.84,completed,YEKATERINBURG,2024-10-28
226,130,2763.1,completed,KAZAN,2024-10-10
227,53,1276.9,completed,MOSCOW,2024-04-27
228,172,988.6,completed,YEKATERINBURG,2024-10-28
229,160,2532.48,completed,KAZAN,2024-04-22
230,198,2979.29,pending,NOVOSIBIRSK,2024-01-04
231,160,1702.96,completed,YEKATERINBURG,2024-02-06
232,68,2851.52,completed,YEKATERINBURG,2024-12-28
233,183,4438.43,completed,SPB,2024-11-19
234,184,2788.04,pending,NOVOSIBIRSK,2024-01-31
235,123,3606.86,pending,MOSCOW,2024-04-27
236,145,4028.52,pending,KAZAN,2024-02-04
237,38,4943.76,completed,SPB,2024-01-17
238,24,3019.96,completed,KAZAN,2024-06-18
239,69,4036.18,pending,MOSCOW,2024-02-06
240,116,4813.62,completed,MOSCOW,2024-09-20
241,98,4722.6,completed,YEKATERINBURG,2024-05-01
242,198,714.0,pending,MOSCOW,2024-05-22
243,139,2037.9,pending,KAZAN,2024-12-08
244,144,1626.71,completed,NOVOSIBIRSK,2024-09-05
245,97,443.76,completed,NOVOSIBIRSK,2024-04-19
246,124,3169.87,completed,YEKATERINBURG,2024-10-03
247,187,3682.16,completed,KAZAN,2024-03-08
248,70,4242.16,completed,KAZAN,2024-10-19
249,93,622.66,pending,MOSCOW,2024-10-22
250,3,4383.46,pending,KAZAN,2024-08-30
251,148,3218.2,pending,SPB,2024-05-04
252,187,3522.69,completed,MOSCOW,2024-08-30
253,164,4554.01,pending,SPB,2024-07-27
254,147,3127.56,pending,YEKATERINBURG,2024-04-07
255,90,1685.97,completed,NOVOSIBIRSK,2024-02-18
256,195,4127.29,pending,YEKATERINBURG,2024-02-19
257,147,1821.67,pending,NOVOSIBIRSK,2024-12-03
258,148,180.8,completed,YEKATERINBURG,2024-08-08
259,96,4154.97,completed,KAZAN,2024-06-30
260,199,1732.51,completed,SPB,2024-08-04
261,52,3871.43,completed,NOVOSIBIRSK,2024-07-29
262,161,1820.16,completed,MOSCOW,2024-08-27
263,168,4306.73,pending,SPB,2024-01-28
264,128,1105.36,completed,MOSCOW,2024-12-10
265,39,4872.99,completed,SPB,2024-11-30
266,82,3901.0,completed,SPB,2024-11-26
267,104,580.05,completed,YEKATERINBURG,2024-02-20
268,129,2833.23,completed,NOVOSIBIRSK,2024-02-01
269,11,4926.98,completed,NOVOSIBIRSK,2024-07-25
270,185,2360.62,completed,SPB,2024-06-22
271,178,918.71,completed,KAZAN,2024-02-25
272,151,2429.04,completed,KAZAN,2024-05-07
273,159,2567.16,completed,MOSCOW,2024-04-08
274,42,3711.02,pending,MOSCOW,2024-04-07
275,99,3497.24,completed,YEKATERINBURG,2024-10-01
276,7,2018.72,pending,SPB,2024-08-17
277,144,1097.94,completed,MOSCOW,2024-03-12
278,90,3228.82,completed,MOSCOW,2024-08-04
279,112,2114.3,pending,SPB,2024-04-03
280,60,670.06,completed,YEKATERINBURG,2024-05-22
281,113,4503.86,completed,MOSCOW,2024-08-24
282,2,3459.2,completed,YEKATERINBURG,2024-05-07
283,129,3419.09,completed,NOVOSIBIRSK,2024-02-08
284,48,4114.69,completed,YEKATERINBURG,2024-08-14
285,140,2653.01,completed,KAZAN,2024-10-08
286,197,4077.12,completed,KAZAN,2024-02-20
287,37,2495.47,completed,YEKATERINBURG,2024-01-26
288,160,345.21,completed,KAZAN,2024-11-29
289,9,2032.19,pending,NOVOSIBIRSK,2024-10-03
290,99,2492.35,cancelled,SPB,2024-01-08
291,147,3603.81,completed,KAZAN,2024-02-17
292,48,541.83,pending,KAZAN,2024-05-01
293,131,708.69,completed,YEKATERINBURG,2024-03-26
294,148,1325.78,completed,NOVOSIBIRSK,2024-07-27
295,152,1339.83,completed,SPB,2024-09-05
296,54,3663.6,pending,YEKATERINBURG,2024-09-03
297,120,1261.15,completed,YEKATERINBURG,2024-04-19
298,161,3169.16,completed,NOVOSIBIRSK,2024-07-24
299,152,2476.43,completed,SPB,2024-01-31
300,116,2870.74,pending,NOVOSIBIRSK,2024-03-25
301,75,4192.15,pending,SPB,2024-07-13
302,113,2027.86,pending,NOVOSIBIRSK,2024-01-02
303,200,3856.85,completed,YEKATERINBURG,2024-07-18
304,164,2115.96,completed,YEKATERINBURG,2024-05-15
305,166,1775.82,completed,MOSCOW,2024-08-20
306,104,4793.55,completed,KAZAN,2024-05-26
307,84,930.01,completed,NOVOSIBIRSK,2024-08-04
308,112,460.78,completed,MOSCOW,2024-12-22
309,99,3857.22,cancelled,KAZAN,2024-10-11
310,153,350.57,pending,NOVOSIBIRSK,2024-12-04
311,93,4187.02,pending,SPB,2024-09-06
312,146,2191.6,cancelled,KAZAN,2024-03-20
313,128,4578.41,completed,YEKATERINBURG,2024-04-07
314,110,3610.45,completed,MOSCOW,2024-05-31
315,82,3055.92,cancelled,KAZAN,2024-04-21
316,194,4747.04,completed,KAZAN,2024-01-30
317,54,1989.28,pending,YEKATERINBURG,2024-10-23
318,163,4770.89,completed,NOVOSIBIRSK,2024-10-04
319,189,683.66,completed,SPB,2024-02-01
320,169,2423.94,completed,YEKATERINBURG,2024-06-09
321,161,1356.86,cancelled,SPB,2024-01-30
322,68,2703.82,pending,NOVOSIBIRSK,2024-01-26
323,33,818.45,completed,KAZAN,2024-10-26
324,142,4209.23,pending,SPB,2024-09-01
325,21,4233.58,completed,MOSCOW,2024-09-14
326,48,4776.63,completed,MOSCOW,2024-09-28
327,148,781.81,completed,YEKATERINBURG,2024-03-21
328,128,3120.43,completed,NOVOSIBIRSK,2024-01-30
329,136,2376.44,completed,YEKATERINBURG,2024-09-17
330,135,1728.47,cancelled,YEKATERINBURG,2024-02-11
331,195,1764.19,pending,YEKATERINBURG,2024-04-05
332,145,2069.84,completed,MOSCOW,2024-02-05
333,128,3527.58,completed,MOSCOW,2024-10-31
334,33,2995.45,cancelled,YEKATERINBURG,2024-02-04
335,176,2303.81,cancelled,MOSCOW,2024-12-11
336,187,388.91,pending,NOVOSIBIRSK,2024-04-30
337,115,398.05,completed,YEKATERINBURG,2024-07-25
338,119,21.67,completed,MOSCOW,2024-03-02
339,22,4838.82,completed,SPB,2024-10-18
340,158,36.22,completed,YEKATERINBURG,2024-05-06
341,38,524.44,completed,YEKATERINBURG,2024-10-23
342,109,1579.84,cancelled,NOVOSIBIRSK,2024-10-31
343,51,4039.08,completed,KAZAN,2024-01-21
344,182,4810.87,completed,KAZAN,2024-11-13
345,8,3952.17,completed,NOVOSIBIRSK,2024-02-11
346,27,3455.9,completed,NOVOSIBIRSK,2024-08-02
347,27,2611.29,completed,NOVOSIBIRSK,2024-12-02
348,21,442.66,completed,KAZAN,2024-10-25
349,30,4791.27,completed,NOVOSIBIRSK,2024-10-16
350,97,3794.38,pending,MOSCOW,2024-09-24
351,28,3198.36,cancelled,YEKATERINBURG,2024-06-10
352,111,3797.59,completed,YEKATERINBURG,2024-05-13
353,192,3623.28,completed,SPB,2024-04-14
354,197,3189.79,pending,SPB,2024-12-08
355,61,4903.08,completed,YEKATERINBURG,2024-06-09
356,48,4517.79,completed,MOSCOW,2024-05-02
357,147,3236.86,pending,KAZAN,2024-05-15
358,4,3468.94,completed,KAZAN,2024-07-21
359,35,267.46,completed,MOSCOW,2024-03-08
360,192,3352.89,completed,KAZAN,2024-12-09
361,49,230.39,completed,NOVOSIBIRSK,2024-11-26
362,17,2945.44,completed,YEKATERINBURG,2024-06-02
363,172,4996.77,pending,YEKATERINBURG,2024-08-22
364,158,2783.47,completed,MOSCOW,2024-06-10
365,46,2371.32,completed,KAZAN,2024-02-07
366,117,1571.15,pending,SPB,2024-01-05
367,6,611.41,completed,SPB,2024-08-22
368,99,3657.81,completed,KAZAN,2024-11-14
369,124,971.07,pending,SPB,2024-10-15
370,37,585.26,completed,MOSCOW,2024-02-21
371,24,2114.6,pending,MOSCOW,2024-02-07
372,93,3978.76,pending,KAZAN,2024-10-02
373,46,3727.87,completed,SPB,2024-04-19
374,181,283.86,completed,MOSCOW,2024-09-16
375,95,2281.17,cancelled,MOSCOW,2024-05-15
376,99,2616.95,completed,NOVOSIBIRSK,2024-03-08
377,188,3226.29,pending,NOVOSIBIRSK,2024-06-27
378,116,3254.34,completed,MOSCOW,2024-02-05
379,191,1829.84,completed,KAZAN,2024-05-05
380,160,2807.78,completed,YEKATERINBURG,2024-07-08
381,161,2410.5,cancelled,YEKATERINBURG,2024-05-25
382,67,4426.14,cancelled,MOSCOW,2024-03-21
383,128,2656.02,completed,MOSCOW,2024-08-12
384,18,2210.75,completed,MOSCOW,2024-10-05
385,25,2028.38,pending,KAZAN,2024-12-26
386,54,2866.41,completed,NOVOSIBIRSK,2024-06-03
387,58,4021.85,completed,MOSCOW,2024-11-09
388,67,2696.62,completed,MOSCOW,2024-11-30
389,104,3311.66,completed,SPB,2024-09-27
390,174,3691.9,cancelled,KAZAN,2024-01-05
391,24,2605.64,completed,MOSCOW,2024-12-07
392,114,2139.82,completed,SPB,2024-10-10
393,32,4384.56,completed,YEKATERINBURG,2024-06-02
394,175,2093.36,pending,MOSCOW,2024-12-05
395,86,2315.09,completed,MOSCOW,2024-02-23
396,151,4951.8,completed,SPB,2024-03-09
397,194,11.19,completed,KAZAN,2024-05-15
398,127,935.51,pending,MOSCOW,2024-02-29
399,155,1925.98,completed,YEKATERINBURG,2024-02-24
400,130,4663.62,completed,MOSCOW,2024-10-10
401,17,359.45,completed,YEKATERINBURG,2024-03-20
402,104,57.33,completed,NOVOSIBIRSK,2024-05-19
403,161,272.89,completed,NOVOSIBIRSK,2024-05-24
404,137,451.83,pending,YEKATERINBURG,2024-11-05
405,43,197.61,completed,KAZAN,2024-04-17
406,176,2404.11,pending,MOSCOW,2024-06-24
407,39,2907.98,completed,MOSCOW,2024-04-14
408,170,1365.72,pending,NOVOSIBIRSK,2024-12-17
409,26,1997.45,completed,YEKATERINBURG,2024-11-20
410,99,467.58,completed,MOSCOW,2024-05-15
411,50,1688.49,cancelled,MOSCOW,2024-09-15
412,153,2617.37,pending,KAZAN,2024-09-07
413,152,3664.04,completed,SPB,2024-05-08
414,13,26.7,completed,NOVOSIBIRSK,2024-01-27
415,60,2341.88,pending,NOVOSIBIRSK,2024-02-17
416,135,1492.04,completed,SPB,2024-11-20
417,57,4265.58,pending,MOSCOW,2024-08-04
418,36,3580.61,pending,KAZAN,2024-05-21
419,173,2949.65,completed,KAZAN,2024-01-23
420,20,1393.56,completed,NOVOSIBIRSK,2024-01-02
421,65,4552.59,completed,KAZAN,2024-06-19
422,8,235.05,completed,SPB,2024-03-07
423,144,556.24,completed,MOSCOW,2024-11-22
424,142,1964.23,cancelled,SPB,2024-05-14
425,115,630.94,completed,YEKATERINBURG,2024-03-23
426,143,4782.51,pending,NOVOSIBIRSK,2024-08-14
427,92,3991.97,completed,KAZAN,2024-10-09
428,98,1302.32,completed,YEKATERINBURG,2024-12-27
429,66,2946.89,completed,KAZAN,2024-08-06
430,32,4911.83,completed,MOSCOW,2024-10-14
431,191,4422.15,completed,MOSCOW,2024-01-05
432,86,3007.98,completed,MOSCOW,2024-02-27
433,51,4519.58,pending,KAZAN,2024-02-08
434,153,4946.03,completed,YEKATERINBURG,2024-12-19
435,186,3719.33,completed,MOSCOW,2024-03-17
436,63,334.28,completed,YEKATERINBURG,2024-10-06
437,190,2013.89,completed,KAZAN,2024-01-19
438,125,4190.75,completed,YEKATERINBURG,2024-07-08
439,150,1160.54,completed,KAZAN,2024-10-25
440,58,4154.91,completed,KAZAN,2024-10-09
441,58,610.49,completed,NOVOSIBIRSK,2024-03-16
442,86,244.26,completed,KAZAN,2024-08-08
443,49,1926.61,pending,KAZAN,2024-03-06
444,180,193.29,completed,SPB,2024-01-22
445,170,4786.78,completed,MOSCOW,2024-06-06
446,70,4132.77,completed,NOVOSIBIRSK,2024-07-05
447,15,4005.84,completed,NOVOSIBIRSK,2024-01-21
448,54,3152.59,pending,NOVOSIBIRSK,2024-07-02
449,188,1089.46,completed,SPB,2024-04-17
450,101,2596.12,completed,KAZAN,2024-12-15
451,8,2990.4,completed,MOSCOW,2024-05-07
452,53,2629.91,completed,YEKATERINBURG,2024-12-07
453,60,1308.56,completed,KAZAN,2024-02-22
454,108,2581.09,completed,SPB,2024-06-30
455,5,2461.02,pending,KAZAN,2024-10-13
456,103,4981.72,completed,KAZAN,2024-07-27
457,196,4488.21,completed,SPB,2024-11-13
458,6,2322.27,completed,NOVOSIBIRSK,2024-03-20
459,109,3118.46,completed,NOVOSIBIRSK,2024-05-01
460,116,3741.88,completed,MOSCOW,2024-03-24
461,94,183.98,pending,MOSCOW,2024-03-31
462,47,4475.66,pending,NOVOSIBIRSK,2024-07-30
463,99,4302.03,completed,YEKATERINBURG,2024-01-13
464,55,2292.59,pending,KAZAN,2024-04-01
465,168,1961.94,cancelled,YEKATERINBURG,2024-06-19
466,52,1372.07,pending,KAZAN,2024-07-29
467,144,2388.62,completed,NOVOSIBIRSK,2024-12-08
468,13,231.44,pending,MOSCOW,2024-05-07
469,114,4262.45,completed,MOSCOW,2024-05-16
470,124,186.76,cancelled,YEKATERINBURG,2024-03-22
471,106,1651.97,completed,MOSCOW,2024-12-25
472,158,4658.63,completed,NOVOSIBIRSK,2024-02-25
473,147,3678.71,pending,YEKATERINBURG,2024-07-14
474,145,1414.14,completed,KAZAN,2024-01-20
475,120,1270.72,cancelled,MOSCOW,2024-08-28
476,63,35.36,cancelled,SPB,2024-04-23
477,19,3481.61,completed,MOSCOW,2024-04-12
478,92,253.43,completed,KAZAN,2024-08-23
479,58,2667.69,completed,YEKATERINBURG,2024-06-28
480,183,4810.99,completed,KAZAN,2024-06-05
481,90,556.25,completed,SPB,2024-04-26
482,117,4473.45,pending,NOVOSIBIRSK,2024-04-24
483,62,4957.46,completed,MOSCOW,2024-01-13
484,23,316.97,completed,YEKATERINBURG,2024-12-03
485,127,4415.7,cancelled,NOVOSIBIRSK,2024-04-08
486,137,2585.23,completed,KAZAN,2024-07-23
487,140,4533.5,completed,YEKATERINBURG,2024-06-17
488,129,2860.88,cancelled,NOVOSIBIRSK,2024-05-22
489,58,3313.94,completed,YEKATERINBURG,2024-02-05
490,122,2723.46,pending,SPB,2024-05-22
491,1,4323.82,cancelled,SPB,2024-06-28
492,34,3672.21,cancelled,MOSCOW,2024-11-24
493,96,2611.09,completed,MOSCOW,2024-09-17
494,126,4342.12,completed,SPB,2024-07-23
495,118,1233.97,completed,YEKATERINBURG,2024-12-13
496,48,795.13,pending,SPB,2024-10-01
497,89,810.4,pending,MOSCOW,2024-06-18
498,117,1676.7,completed,SPB,2024-01-15
499,129,1201.06,completed,SPB,2024-02-29
500,16,4651.15,completed,YEKATERINBURG,2024-05-13
501,189,538.11,completed,NOVOSIBIRSK,2024-04-01
502,192,3497.96,pending,MOSCOW,2024-10-24
503,191,954.22,completed,YEKATERINBURG,2024-05-15
504,69,4409.37,cancelled,SPB,2024-01-20
505,22,4806.96,pending,SPB,2024-02-25
506,93,2332.7,completed,NOVOSIBIRSK,2024-11-01
507,195,4396.57,completed,MOSCOW,2024-08-10
508,76,35.67,completed,MOSCOW,2024-06-25
509,154,4101.54,completed,KAZAN,2024-06-09
510,144,1150.84,pending,MOSCOW,2024-08-11
511,179,4544.42,pending,NOVOSIBIRSK,2024-11-06
512,86,15.59,pending,KAZAN,2024-09-18
513,185,2785.35,completed,KAZAN,2024-02-29
514,29,3785.61,completed,SPB,2024-07-16
515,69,1300.85,pending,SPB,2024-10-22
516,47,973.73,completed,MOSCOW,2024-04-07
517,94,429.65,completed,KAZAN,2024-05-10
518,190,1638.9,completed,SPB,2024-01-23
519,197,2803.62,completed,NOVOSIBIRSK,2024-12-28
